"ID"	CB3"	"CB4"	"CF2"	"KO1"	"KO2"	"NG1"	"NG2"	"NMSD1"	"NMSD2"	"PP3"	"PP4"	"SB8"	"FUSION"
1002	75.49529417732415	74.19904554869683	71.61382306990656	71.54576552159088	71.17750969047671	65.40036422720028	59.93565216407912	77.07145854534902	76.65476153391089	65.92263964711589	61.36962852437764	26.70608163433746	76.5413254693419
1003	68.72109088508353	70.88867053658035	68.67278508261624	65.78498444303355	67.18878223151592	71.70786777976585	65.30235722726991	73.27679106820105	75.58566039340687	63.57993186820118	63.87755389415734	9.646378121129857	71.47907584403193
1006	91.19638156244804	90.80060075441094	88.38320426475109	87.62326170418805	89.87115584164602	86.0593863564609	82.69114074256005	88.78136945944618	91.33918223644659	81.79285874780275	83.682538286029	9.081409184313194e-2	92.44595997409508
1007	95.58688054443903	95.30857931556159	93.81404480195467	95.10939805502578	95.4526320801759	88.57179622091357	88.48020067715461	95.22869078305605	95.00017448320457	91.08433308333038	91.21637972522082	17.01569915492517	95.76620390880129
1009	86.38807645873847	86.47999862759285	79.59674343818418	83.06670788137195	82.52041078052767	83.3675224700667	78.58372753739236	81.05494821409522	80.50543622005092	78.42077728200293	78.67896214159283	3.507223953814334	86.6540392869965
1011	95.1784983689899	95.1784983689899	92.86661354750045	93.629264060245	94.10071054980601	85.17696699497768	83.5021047176411	94.44392796424935	94.44213409015563	92.87703595275988	93.03514799355366	4.193667457419811	94.92438417696934
1012	69.02210113801787	68.82648280933849	61.16622130386451	69.62819331688802	68.41632786657048	72.61512017662169	57.52528680086799	67.9509829392697	63.55747280167884	58.794813178219975	46.36319456946295	3.841017704519978	70.40507475515577
1013	71.5562148050591	65.78779072208734	51.149627799835095	59.411650713670916	56.29386394976835	55.238915472324955	54.81673248234921	67.5376466658075	64.14481958896654	58.07414261495934	56.65928511381423	12.196665233923204	65.73330176771209
1014	83.37657914519043	82.63477921085834	76.39150310274226	92.10203009155109	86.61397601498138	81.335818092072	81.62213715207247	86.89072580335012	85.38041872812036	65.6386218747224	85.16226611495823	2.6585514195377975	86.65192205283444
1016	75.18203635940324	82.10216061421681	68.62325156636864	73.68147653990181	77.11134042984888	55.73048331051259	63.05316771599062	83.25401096192667	86.5663020529851	70.91426033576175	66.0748332211976	33.45720773749352	80.67119625286153
1018	82.60516360042263	82.37081889077591	81.90012457874502	73.5614533059753	69.57769572864761	85.59898219446654	84.31474816271042	77.86037895973926	75.54054503016175	89.32810465751587	89.32810465751587	7.919236623579602	83.71520568253918
1019	85.08693762540894	85.00364295751785	78.11008580676184	74.02097948079938	73.31692721266332	69.96981759829673	70.98975513444013	86.04885943183224	75.57294329600332	77.98012428966824	75.67900700449391	7.471544481579043	87.65765874686304
1020	76.23387627836925	75.77454229293924	35.653688240995834	64.56087501338558	44.941198227159376	40.648773550616966	53.60712781979965	70.87901495678423	58.440398884928314	64.75213712453555	70.06422107847781	2.218272487975105	71.72864378856326
1021	96.94729365298723	96.41247631741327	93.61936992136076	95.69040356034803	94.62928950523072	92.6770137348639	77.53378244537662	97.1884469322782	97.1884469322782	95.92827314541795	96.25175936343847	0.5098499463513495	96.93877303695653
1022	92.9415941584987	93.58879822177413	80.99510168771434	89.78191780780537	90.03655292508267	85.19812007685994	85.62573961523431	90.32733983290639	88.15714273659128	94.19117373305055	94.4148309045405	30.16704818135189	93.7271847550952
1024	81.66408270465297	83.26983568305378	66.23237857809448	71.93187267530494	75.79238547658699	70.71437471559408	61.79425114158542	80.07782028119236	82.52582319549505	63.83587833893716	48.80850844037231	10.335413077119052	77.73030909482786
1025	75.47158118766708	81.43833663336996	76.31574895212448	71.6629703752521	79.319382992611	68.08908630608713	61.152808040234795	67.29073764033919	72.08253369814574	73.16527918307254	74.54111157242987	1.944803615437927	82.79415751957677
1032	64.79187042613356	65.1534738002545	67.02377503443405	66.99256373973006	69.16834027891069	53.588625435814706	53.765915139384965	75.17338637879162	69.88444105417011	60.58959333011826	64.88841848010654	6.299598641063187e-2	70.38073720752496
