"ID"	"SB8"	"CF2"	"NG2"	"KO2"	"NMSD2"	"CB3"	"PP3"	"KO1"	"NMSD1"	"PP4"	"CB4"	"NG1"	"CELIING"	"RANDOM"	"MVOTE"	"FUSION"
1301	0.11664245415433593	90.03494327219033	85.9194009563644	92.68622415397864	91.08161560876037	94.82712216026894	92.90144313594101	93.18048540535	93.28100334875926	92.28661724457359	93.32443888277916	86.53191813444177	98.03468208092502	83.38687352632292	93.04616031392942	93.56680122788893
1302	9.887315874184978e-2	76.04113515464785	71.02998381783266	82.14865353636439	72.77124629877872	79.75199353282528	74.23833746404186	80.54219542953167	72.42641089754304	72.87063675074354	79.2907343176869	65.56779254671095	91.2015758371636	69.78330485483988	81.10726811219277	82.62129871830408
1305	6.663851721750676e-2	72.27276888928448	50.302666123503016	76.61234329698465	98.32647020862395	99.20691704915885	30.492960295136264	49.28142396286124	98.4042677633226	86.81796303046842	97.12904518205411	21.448524011255284	100.0	64.28412852326899	97.68155110413012	99.14521854101838
1306	5.134506944193466	75.2635045183539	74.80755098089632	76.35990179163028	68.06254685582186	75.20574913216741	70.57449529515128	78.6492644726242	67.07122420999838	51.9620589276258	71.2739186418745	85.83939887270543	92.09431345353694	66.2949535081679	80.45239882519823	81.33332560574647
1309	6.551402063785418e-2	54.34382635558339	53.177896403869255	60.511147818941765	66.48551602844528	67.39306778864359	30.83143308336082	48.69052368309153	69.08097189593047	36.539435835762404	68.10349551896996	61.52216305216923	90.61166429587507	51.815964377994725	70.15607903819365	73.42879064969829
1310	2.721030941711473	79.99889995246446	31.352266437199493	61.216135994587184	49.64022914919849	71.3526031423052	78.2953222823747	62.3004633029979	43.28085025482075	55.43117038912491	71.74617908171398	49.5484207866914	94.84126984126976	56.13809996417034	70.66800275404238	75.12946438409134
1311	2.5724316004751814e-2	25.869855977518526	7.891032017318979e-2	50.44380750103738	36.174812419881384	22.73143337715342	10.002415508382997	24.552206350207996	43.65125701676772	24.992966445306184	39.53765725980329	7.891032017318982e-2	58.38739573679184	22.637895504343184	24.028143466575983	28.290428648651073
1312	7.286344561786641	66.42552336922506	46.53951456193667	60.85448582160892	69.02196712855499	65.47673543361252	57.5550890902758	50.714959073707846	67.89246717714876	54.732869498552425	65.23541328350414	46.05956523335376	82.2613405551791	53.932555809192706	65.38839308377796	66.77876981263866
1313	8.653471127508496e-2	68.13542976371998	66.94413372661148	70.4231116345603	70.37157525952314	72.31111893042663	71.43219236266114	70.07505995512244	71.51428711373289	71.95790089199635	71.65409311251072	67.15484522180198	78.50746268656734	65.29784282022527	73.61998540387069	74.93385045847432
1318	5.113102560033553	61.576819910270245	62.07624304230672	67.55636142703277	64.74156880174097	60.93825231258232	60.89822389240288	66.1087039083475	64.22920726002592	48.435928872222696	61.2929517647392	67.74750370186706	93.83561643835627	57.38182964073992	73.15987621253734	76.46380029438909
1319	0.20015766757991332	54.881641545363834	62.194071695063826	57.62457195284231	53.78975735605815	57.606659587355345	55.246339807478726	54.219938921877784	53.537567403312835	58.554270146325216	58.6562849207247	67.95339757648215	82.4436536180309	53.84133412729495	60.94575905932438	62.742254508275295
1321	19.572806800580707	81.83652697474598	68.81283787798398	80.890688097773	80.96176525995946	84.04224821985929	72.13189703936823	79.69160791605529	82.73444307592459	81.52794272949063	80.55347390047747	68.2206419420825	94.60819554277533	72.19333491501183	84.08571608189865	85.0959695947472
1322	0.1030799711097318	58.55964749362218	0.4623331567597084	62.69738133251253	17.559663057994467	23.388001697329415	51.7904219333805	53.22555896305944	28.74719339922932	57.51215044484446	11.671937000229999	0.13382812346409656	83.80503144654105	31.83355994318425	59.274758854802286	66.25370718014467
1324	21.75935339654094	89.52000478818721	85.86496222465287	91.45156104924477	87.32289592948412	89.3688356988873	88.57715514166699	90.59811694394216	87.6009482439231	88.22243030112708	89.2034777851899	89.92688061439492	97.89562289562294	83.02090648421716	89.88984504142962	90.43525778280161
1327	5.923110876812494	17.110958261544667	17.767295038966317	60.93072779730262	83.1904971803091	32.14375960648327	18.366664847790407	21.910262289719235	36.89865194750255	19.636407112321944	32.142730915360154	22.969423266514347	95.75581395348833	30.07924271349504	32.202019032729865	38.586058572997594
1329	5.17606242338872	81.64468109840074	76.64004161364814	80.41255618941709	80.28082297693852	81.0546015971759	83.15105986306757	80.51653035105984	80.2658619132945	81.710971180741	69.77173209106222	80.90621670799713	91.65129151291556	73.61415949526008	80.83908512309141	81.09080763309879
1330	0.1219661366006948	62.87239065803097	71.35375121412562	82.52769213457427	79.8612947002458	82.961075081727	70.30851890222301	82.14388826413919	77.39047251948273	60.70436234599843	84.21400616937848	83.06632925883363	94.51158106747228	69.85318455977972	82.98224984042415	84.11423698018491
1331	1.9563031562941275	78.77103820217498	79.32018080989606	90.8004476202566	85.97681116797024	82.88607474855823	54.107965887893336	89.20512213075659	80.60110111314255	62.81433656302694	84.94309161351994	72.70414365770446	99.21935987509757	73.29229444204304	89.98835356108312	92.83333480846716
1332	0.937934325336428	82.62258855512917	83.13543809594039	89.75139822753808	88.73568223154685	86.26804338927842	88.20439921808236	91.64829482009522	88.48149015269627	86.28769503635235	87.39919227770815	91.64775720963179	98.62204724409449	79.9589452440637	91.40008951002562	91.95223894105192
1333	7.46783081292515e-2	91.89210580058949	87.9425008821448	93.58284345572177	91.85207790909362	95.01776003416238	94.38099979051184	93.2264300600573	87.40227194501927	95.80161100467724	94.78928908836465	89.73910461888566	98.45288326300998	84.11197437301523	96.1138078237665	96.33254505805684
1334	5.432872798912782	84.37734948080725	82.52249309212992	79.75549428107783	82.2200188383753	87.79414823197254	86.3673715967837	79.8253214968684	87.01859871482695	88.4217914599147	82.506866677141	81.0342870552752	95.96022374145416	76.73728516711702	93.43696136526572	93.88915866799165
