"CB3"	"CB4"	"CF2"	"CM3"	"JR2"	"KO2"	"KO3"	"NG1"	"NG2"	"NMSD1"	"NMSD2"	"PP3"	"PP4"	"SB8"	"FUSION"
1368	49.46356276743422	52.402509586296254	55.49646918308304	55.49646918308304	25.116751445128894	60.82084921350535	54.011620844373795	38.398456709948896	45.10904477803471	54.358249648852976	50.53167667766043	35.41148468611344	51.625795165018765	6.6945594846837135	59.205139454438
1369	96.16146625190008	94.75347571937786	89.92413559563876	89.92413559563876	84.61345888333719	93.66255798811063	91.88143399751094	90.50750626298606	87.58995760777978	94.66153951280822	93.5702492939592	91.51140103284881	93.29893529580266	7.662533456982638e-2	95.89063116763622
1370	90.13438588854098	88.83952017873894	83.35286745815682	83.35286745815682	77.06871775464921	87.9291347709659	87.77191283510713	83.40485039130556	82.90299701565672	85.72428443495491	86.46253513897764	82.27156435735415	83.92877166699812	4.622457746302973	91.16996478309719
1371	2.3130686203305393	3.705571163276214	2.425053960119832	2.425053960119832	1.921119931068087	2.7050173095930345	2.4250539601198344	0.5364504075527793	0.5364504075527793	3.768878037591298	3.2649440085395485	2.0331052708573525	2.0331052708573525	9.564948503814765	2.4810466300144722
1372	75.49245905099228	71.68597715046292	72.35513063316657	72.35513063316657	62.0806865782283	72.64804750399153	72.28216386602625	67.08579992293846	60.94552012828962	75.29195054800743	75.4366915577541	74.86268191579852	74.86268191579852	14.463811502531543	76.1203033335188
1373	62.62089588614177	60.23874512964797	55.69303221075778	55.69303221075778	40.461854297242255	53.67543837782458	52.663686642626764	46.83550997518575	25.606230363098998	61.53441582314333	60.491265696683406	51.86844609119051	41.852567705917636	1.7262629344120686	65.73148088400609
1376	92.88250637417221	91.50555312729489	90.01557321049208	90.01557321049208	87.33734748716167	92.62278398976007	93.68331143307942	86.58925873693329	86.12767851324415	91.60384767900254	91.57187546144047	94.88213970046479	95.26725782898512	26.642755290898574	93.89501460046937
1377	85.07736955399113	91.41412363141161	86.55769486673981	86.55769486673981	64.36396388410303	90.68233368033887	91.15525784829687	86.05864189637224	65.9962045305704	85.69525386542946	86.36354713891244	67.12718181130298	66.47007886522893	9.001452390231517	92.6281376389628
1378	80.1370636897615	82.80260249188697	68.8382409488128	68.8382409488128	46.51039378973206	87.11466801131293	74.78972573266492	64.3606552262862	64.51909824063436	71.3309311993881	73.6049860125926	63.99753712272046	62.60355258476758	0.14275010313221542	79.82668851899206
1380	88.87120332795313	94.2447767421289	92.02584011401184	92.02584011401184	91.10598025081829	94.19939208803285	93.77642405187873	94.50770472012387	91.20257048791849	92.48682335300516	91.30110843319899	93.9230445851113	93.92160321536814	4.906200095557342e-2	95.4796682358612
1382	87.62008784204467	90.31690166407783	86.05436780076484	86.05436780076484	71.51400500686069	87.50478019187695	83.12373398226826	92.22267492267015	76.5555509545927	84.86282216357985	88.88318284804022	90.41663853377041	78.76976271501628	20.44438868915779	91.11972773091289
1383	49.59775835938144	43.01596691809059	53.659427608571434	53.659427608571434	46.93784173189602	43.39736745043013	46.4709022914455	52.69737147828635	39.110334554029336	48.86404245151961	48.379516804556474	47.69398442131795	45.86305088248564	4.598792489712327e-2	51.32729687422207
1384	80.31523848584197	81.39093070673226	76.02039382577094	76.02039382577094	73.5619058568624	80.94870512917913	80.89697206778915	79.43809005717488	80.04975514346083	81.787090925196	80.25571477604797	79.68735713637317	79.68735713637317	7.88694902302939e-2	81.95299538843992
1385	94.87186820793231	95.17273662373434	90.07861579711783	90.07861579711783	85.90733935002763	94.82914345164309	95.54692967985486	94.2976199246593	91.07776520662838	95.02676267522568	94.6220765483338	89.51800154012439	89.56480926580835	8.725125514253767	96.35644664804002
1386	85.28925424804375	84.46799402455774	80.93009116997806	80.93009116997806	74.35904953087854	84.03227717790146	80.6333104743119	88.17643826116	86.84702426005634	80.68145763679475	78.04538309595868	70.62551710157948	70.24790313431257	8.944580935785001e-2	86.11697387426646
1390	72.17973214965552	78.57252458075527	71.48937307870156	71.48937307870156	58.513136354899565	79.57544550609539	83.85454108643371	82.92402596523566	66.52924042450869	75.35555756178046	75.45484602548663	83.7707953534852	73.83008532126728	0.5302202855965433	84.19286854768035
1391	83.25143072210226	83.72310523346277	65.89709554789373	65.89709554789373	50.960877883020395	80.5396245945675	85.09346359375944	77.58720814599633	65.80939279297351	74.5445584033493	77.76584777263909	65.9121983297596	45.20669422859217	4.6930211945260786e-2	85.07742143672317
1392	59.12685946385024	61.07096892910803	53.44813338570486	53.44813338570486	45.71215025036682	64.67095790485862	54.640427253466726	59.40853483101679	57.54482417247434	65.68316124210061	63.52642959954875	50.060465507858055	59.160613925404846	6.894978057309829	60.27828566822265
1394	88.73338071152335	92.08478242079258	80.9481212066089	80.9481212066089	68.24442762000444	87.22547134333084	84.78643433059015	80.34775738300665	77.15856105692632	88.38318702223171	85.74449372725476	72.15876520894359	79.34244071073941	0.1777744096400572	91.4518537329565
1396	3.347103030157096	3.347103030157096	0.12498458044646243	0.12498458044646243	83.83252910927897	0.46092933379906653	0.5748956833567042	0.11396634955763765	0.11396634955763765	0.8434047809634231	0.8434047809634231	1.0862417718925907	1.0862417718925907	15.820009589520993	0.9661078090297598
1397	62.4232709147341	63.49241620564351	64.58839011532807	64.58839011532807	66.21479459290146	66.32394098593451	66.28180894386237	69.50830332101962	62.40752318295295	65.13070760796023	61.67664988738778	72.76829935135426	68.55929565425211	9.697732849663776	71.17565336270786
1398	86.16162468484967	87.39196385373693	79.9698341885786	79.9698341885786	67.16854995264302	82.95596291491964	85.01595291036212	75.64430431983926	71.08539139306147	85.08264008907315	84.3635126298637	79.84525736810822	78.50265288792711	12.164182914714742	86.99707666919335
1399	55.270820070139656	63.26696023869406	52.51751630155034	52.51751630155034	58.34699162339807	37.44823248963354	36.55272461682317	49.67730827670187	58.60009456205102	64.86299129935261	70.12976931259193	72.15486417361714	46.75137266141181	8.185558590408702e-2	54.44637130292283
1400	70.37248628982384	68.40388996327607	71.6381027030353	71.6381027030353	61.54706919608559	71.07612849379485	69.80267228560379	66.55122266448711	63.91854208863972	70.1364994720397	68.67432519632384	67.24998980750128	67.54893507938935	8.619781537209908	73.09528065675255
1401	58.64610141912784	52.17826603365956	44.9384380258672	44.9384380258672	24.68990138752719	61.51285132073464	52.666037955189324	48.72725998437309	42.857601568546805	58.05088436787831	61.75350300280725	46.09521280783631	43.63470552213501	5.898574829549712e-2	60.4815104734822
1402	78.05149370459756	82.89764738703035	79.15445904114323	79.15445904114323	63.20827421785526	70.99132574097352	67.41188273446463	70.08611442909431	65.16341000766018	78.97300099258736	79.78086294081878	70.20888293534688	69.33586290409981	16.845158249537732	83.8254340402621
1403	3.854860994877226	3.854860994877226	75.18327040608122	75.18327040608122	3.1262494608038462	81.29132333172329	81.79684508366938	78.20590543635547	76.23711776922836	84.0202002451577	87.86736368853073	78.74434666104871	74.53258602584543	0.10735867853133615	82.14990776453998
1404	57.92281841620508	58.27270837730517	61.90821475961761	61.90821475961761	29.253859912533166	72.49595829154003	46.90762263974334	39.32338701657013	33.24640543666516	75.34937681198835	72.25460467861325	25.998410512325982	21.31018160624439	0.3953729296580498	71.6530188644749
1406	92.8121336243928	90.77211545170074	86.92838293806638	86.92838293806638	81.41410315720114	92.69055480903215	90.70483622121802	83.07840845918898	81.6669097278065	93.57745267868343	90.41518156482809	93.40243506922687	93.36816753385648	19.841484264066864	93.90509168687414
1407	88.24122307552274	83.43997018051606	80.04219521487256	80.04219521487256	75.7880528301486	81.81088256884922	83.16226712897277	76.15496970393058	62.691583444527296	82.62326256398951	82.0698641339159	82.33733364480253	73.75074990034712	5.834167629838198	82.56286154029387
1408	75.32262171986375	71.92277443254684	71.60211141869513	71.60211141869513	74.4625595499105	71.99431663121977	74.10302669050014	72.63630409557042	69.69455137547746	72.20277134685873	73.39293339712773	76.8546406606468	71.61794754635122	3.5190914344042383	76.62312600634894
1411	90.36324765150188	90.02771489277663	89.23538659778227	89.23538659778227	75.7997479431521	88.0159777631026	87.57183880545534	87.54584553725144	87.27384662782478	90.5351451002876	89.88125872717826	88.37141827383459	88.17023132701021	9.263833979637756e-2	90.36006596682512
1414	85.23803789010434	84.55732058717943	80.39192744080704	80.39192744080704	74.05841874375979	80.94553315577308	84.2737802296553	85.08438352219748	78.05898350259311	78.96818299246698	80.23519576805197	85.09959190552036	84.10142780715204	13.716946001737352	85.22303058163163
1415	97.49625888677755	97.49625888677755	95.954528114255	95.954528114255	92.59165551927863	96.72014427431351	96.57152713706252	85.17819603291937	85.9192961988646	97.35344200685068	96.9808486425866	97.68498508094004	97.68498508094004	11.529990956126582	97.53823227234427
1416	77.51202935210432	81.18323643489083	76.74072936730977	76.74072936730977	64.44509711179055	81.85988406887512	75.15919123374503	73.18353597069168	70.81105704444519	79.87258720125612	86.18961781953817	74.05652006470254	68.18923316636554	7.676851966272179	82.52536061819274
1417	84.8151877752635	85.15277587212891	78.06535595504775	78.06535595504775	64.95472937256828	83.50805058430774	85.74124494372735	75.65873872833698	78.07742270599985	77.2626019692238	81.57118075432865	85.17392387570636	84.35218284931292	3.274092901487291	87.32556762301901
1420	84.70068422241582	81.37361690648571	73.06051213611647	73.06051213611647	59.29525810552582	74.95228090574871	80.137207382026	80.57251738973493	69.57215500125523	68.84860163085979	73.53168904830169	75.66317798386751	75.63344404566372	0.15749161792083766	82.50852769750416
1423	66.82847050581425	67.64637030225332	65.17524001098826	65.17524001098826	59.392333269368905	75.97649305675974	69.13105965757669	51.86553112885797	50.343160827944324	76.27357719457959	80.50291772600443	57.96152566046086	53.86783212807508	5.565069548072759e-2	74.10279475102416
1425	75.10710321020626	77.01692877888682	75.2009154457258	75.2009154457258	64.85166482996851	76.77797376167365	76.3527156362599	75.91302130193343	73.66636175282146	75.93243370098504	76.6449355420873	73.35569023898243	73.7572316337378	0.38457149011523684	77.58085575102265
1426	81.8662451798966	77.38110566674973	82.41985749424671	82.41985749424671	76.0957217642032	88.66681646292403	85.22634000233919	75.58478721563618	69.18004721070356	78.82409300027626	74.94172248763674	81.97055048368037	80.2100227550653	0.10670956964533541	85.01715738109012
1428	77.72989239979002	78.07568589053253	77.31797457424543	77.31797457424543	69.54856789708163	72.64402740468438	76.02590826680843	76.37884011185984	70.51209424772415	79.48095936097477	77.41904306162253	78.53869029242487	77.98822075219279	11.585245050116214	80.49132861043459
1429	84.24337878215839	77.4411453240934	77.79524307237365	77.79524307237365	78.78102880784007	83.12313997193378	82.53837160155904	79.43698448918913	81.55813125280928	81.90386003337429	85.56049959156759	80.34090427816318	76.26346817151337	9.825845612717557e-2	83.96413943266955
1431	92.98064483725224	92.71580617664601	92.31235663400334	92.31235663400334	81.72073889970875	94.79419809190881	92.17191371199364	89.87120165100504	87.83231856518411	91.96877881912785	94.37300947383737	91.14131186046343	90.4147045146597	7.995276541240848	94.2648455602632
1433	50.16023892779039	50.202179612995664	61.02741518959605	61.02741518959605	39.40433236385318	68.4131007039151	54.17685672395223	52.21586848056029	64.36840259197747	50.74183181034545	51.72341481590389	49.094282691254996	74.97377860155035	9.256530420458706e-2	51.04102045957733
1434	90.51835114733164	96.7906762052001	57.98581817428992	57.98581817428992	41.22613778859594	71.38550348879834	66.71191068475676	62.11958316293797	64.55864673556434	98.897833209825	96.30869183511398	62.77899639288512	70.85630707891669	5.912248835787821e-2	84.5167739336879
1435	66.95897638893187	64.8402551131308	64.20929486783206	64.20929486783206	52.08725398512456	67.60016606809471	65.26955191787535	66.84677413009929	64.09346409265042	66.38724410051486	65.21698964699247	61.207786145368246	60.05757382447412	1.1696536952989731	71.34891369577481
1437	63.77431110624093	89.08242226178353	51.941558194675544	51.941558194675544	93.47727315952473	80.79862696953283	82.05366997826692	92.71891889355668	92.10697838202364	46.259253444726	37.12385580826832	76.64890909236676	74.463407265463	36.47664991992617	85.01738886374329
1438	87.8013903916573	86.08289310957883	80.39102387832338	80.39102387832338	1.9605563258977978	80.56946544694053	83.69394605294653	85.36740231875648	78.37848506204335	87.65985802815128	87.58086249681057	83.98726132598475	82.27021128078904	0.11724451846142933	87.05999590257689
1439	72.5979641061769	55.9541640696678	40.10553053823885	40.10553053823885	30.897945840624896	96.87237017838471	94.68946674431753	16.421004751629788	13.69552509547585	93.64804906013318	85.98419876123418	58.390834654433746	33.77853161017921	9.513155846918243e-2	63.94971662509516
1440	70.4268941623769	59.9933081063998	60.20479557032705	60.20479557032705	52.210625382710006	66.20483469991144	71.35769011904775	65.2701213596097	66.03331309511991	59.84129000217827	65.30066592149888	67.27832405815896	65.6602036108995	15.863676840122173	73.085635328548
1441	94.32539021715361	93.7501046754387	87.83883141681297	87.83883141681297	72.6826772350441	92.57145846581699	92.36513801511875	83.52397398414644	79.50935394634988	92.72129980726315	92.79592446273847	86.69043758686111	86.69043758686111	6.590288137273786	93.59256709258791
1443	88.97018805447587	87.51039303079884	87.31333358618578	87.31333358618578	70.31190459206208	79.34559969264053	82.09285053916555	77.11493502215299	82.67300820417918	87.50154997408882	87.39345089076991	81.31489303587149	80.84196071496355	23.546184013323572	90.4714632665307
1445	88.94642432216887	88.05486086809131	86.43545585863689	86.43545585863689	82.10715102147317	89.27014157615324	89.94994621063664	90.15496119952672	81.6904250956926	88.79027069568687	90.10476681087263	85.03730735264011	78.2443565114476	22.22826823838347	90.23370909728423
1447	2.397150840648533	2.0177529219153523	0.32674677852315376	0.32674677852315376	76.57836781541467	91.81965681087722	90.62722340967552	0.2183473731708198	0.21834737317081976	2.3971508406485325	2.613949651353207	1.8009541112106782	1.8009541112106782	7.476618542686318	2.397150840648533
1448	67.1441248554547	68.44751417516989	58.88304548133938	58.88304548133938	37.3014299480308	57.014795754519454	57.30977463709102	65.30642544624324	49.787197709674544	64.4997880973432	66.587955359991	64.65326367120959	53.49136416231547	5.380659034244875	67.95431519349215
1449	57.10057313059338	45.92884211540127	56.0786389788109	56.0786389788109	45.13696482308791	55.17248633559488	72.8426674666412	59.77439679592129	44.7033448442679	55.6880650657126	53.22041333847416	68.61416286093693	39.532446473252286	6.369254105962155e-2	61.641059735829806
1450	59.25232150310967	63.21509488058034	45.7204548611806	45.7204548611806	37.65873219399697	40.157568923133674	39.674937191941574	55.80322385173404	66.3347966646764	34.80031356247352	29.620472008853767	51.82697225625058	52.15190078484402	9.675277643001338e-2	57.64183444467227
1452	68.50459273207305	75.2920114232523	64.92022139170413	64.92022139170413	48.86332890856584	75.88922065512213	63.21138583016115	62.78316571281649	52.758968502533044	76.31450338504565	76.87003206165231	56.77885465086	60.77504772028279	6.050400231634663	72.41652131975732
1453	70.91660003459559	70.67986321617096	67.25227788698483	67.25227788698483	58.37830093875045	73.80194743751512	69.91822562046094	70.79869893106418	70.70183905575566	71.31307209165723	70.89115328991626	75.66962701961803	75.53877916528026	1.1090773573787327	75.3746678214508
1455	86.44870716773056	83.745035554526	83.69330364756674	83.69330364756674	72.73521987955122	81.0687246896961	84.89539735918697	81.54080708196885	81.12969178365191	82.68323909404688	81.91141556889005	82.30486071641047	80.94981302377752	6.344571743378003	88.98099285016298
1456	92.15858593399624	92.71479387605388	83.49734667800588	83.49734667800588	74.93932953769855	92.09545317876821	92.56329585280906	90.19091679973596	88.74621472425761	90.91705034847607	88.0152595451507	90.57790774339985	89.240703155026	17.303617471839907	93.13550471112757
1457	84.3168361187253	82.18288499287087	71.71428985780932	71.71428985780932	51.41361103609415	85.91277520868029	80.88309459679252	70.14302622977118	71.18813030348025	82.2142793226752	83.66620826312847	84.73268473062878	77.53338358266353	20.15249660735772	88.43226513687506
1459	88.99532221261623	88.57326244975572	68.2554549713591	68.2554549713591	75.1921094298577	89.65913543477329	86.63199875804108	77.92621550071236	77.00420906605694	82.69190769710167	77.23432199921561	82.88637003409772	79.07417612371182	8.97985154480001e-2	90.19133798976229
1460	88.58255797475583	88.92231104099237	86.0228324431527	86.0228324431527	72.79776409908987	86.32685074585753	85.9655924934947	81.51221800891106	81.51221800891106	89.67407428837232	89.00331938790033	81.08424578462377	81.08424578462377	3.2253748008721246	88.16196060558596
1461	67.1441248554547	68.44751417516989	58.88304548133938	58.88304548133938	37.3014299480308	56.82173346890927	57.180409772927376	65.30642544624324	49.790076132726746	64.4997880973432	66.587955359991	64.4757207910581	53.31382128216398	5.380659034244875	67.76125290788198
1462	90.5864733183481	93.45012781986476	73.84807663960554	73.84807663960554	56.08338707735023	79.43620485931802	69.36807312714204	69.16481991443182	72.11301068811319	83.61922900283545	80.2451086558345	87.13345107863356	85.61580455352596	7.019212762912506	80.5120271408018
