"ID"	"CB3"	"CB4"	"CF2"	"KO1"	"KO2"	"NG1"	"NG2"	"NMSD1"	"NMSD2"	"PP3"	"PP4"	"SB8"	"FUSION"
1301	94.86094678356804	93.36808931240384	90.10010318905199	93.22507712380799	92.7340477679418	86.61998377406796	86.01147174814278	93.32493779641442	91.13993150212121	92.94785946730109	93.5800374435812	0.11587974774705304	93.20657181297275
1302	82.63622127354026	81.36795870351149	79.37232310884501	80.32514469217105	82.21161670290573	73.43012166518334	74.23215232626559	79.81602925458036	81.36349780333258	80.34116111464648	77.651016834967	9.481376361447993e-2	84.08669913783251
1305	98.76159369927827	98.78012610238233	71.46853925312632	60.45279507805292	82.29151516391376	20.718620106400326	48.93568489968189	97.42084865618051	97.17333551730259	29.455269739910754	85.78665200950665	0.917500545570216	98.18032528326802
1306	73.2734808196048	69.6636625591818	75.13732304046755	76.22581882756418	74.09110135329567	81.89964363029215	74.12427272049008	66.3095080585347	67.23386739759704	71.95814284875941	53.93801237581582	5.6727144715927915	77.43104111110746
1309	71.092534416258	75.3132211240257	47.97308640396202	50.42597591237475	52.06966981596081	55.600355640072294	46.74896767817407	65.97725345271412	60.834886772902365	27.927646967811835	29.837899387803557	16.028968360921585	66.31466061981278
1310	70.66344677515661	71.03117678758743	79.42712407358181	60.71657656465034	60.18867655354999	53.680895389510155	37.86525195230154	46.768948540077645	51.44184770263854	75.59220175187829	56.717305149466334	2.5983765758256214	68.86740662249059
1311	90.9669330450771	91.34750860799005	90.54942431296816	90.39190491063258	92.44593410046609	89.0218258767855	90.62833463314124	92.35842098614008	91.89500499872966	79.31647297869748	91.04513580656729	2.5724316004751814e-2	91.18443381803361
1312	67.10357168227668	67.24715161635169	70.89703849263658	52.544986670568235	63.22635701365932	46.44529091006029	46.53951456193667	68.85090679040707	69.42105459517806	57.62412500276886	54.80190541104547	9.213667486313362	66.80169507465384
1313	72.31111893042663	71.65409311251072	72.3095751150831	70.79171362126984	70.68838318324427	69.00620052601626	66.94413372661148	72.25465318645479	71.94803727608368	72.86510020055536	72.72031368036072	8.367977309239691	74.27691793117252
1318	59.71029810673708	58.503325537121796	63.26272735098233	63.4216318301116	65.45515758944973	67.51799206638908	63.250369260553455	68.59318953402835	66.01121583307172	60.53436004377639	53.916080616250795	13.887247260091998	70.79549861282801
1319	75.09427317517319	76.27282318670193	43.94130521620608	60.68303665897309	55.83326370282013	60.68015242964964	45.20381200460123	65.21793310291072	59.68593380903956	54.79547517741362	50.172222173684546	18.7576917126805	67.12202613096967
1321	76.93985541424955	74.22377878257367	69.97097613990839	71.73398097233434	73.28377102965027	62.72495232061374	65.68722030906659	73.00331066438396	70.209808388364	64.82848237296702	71.60469234215319	18.301570540183672	75.0353223154255
1322	26.288801311694566	56.36493618125604	57.647381563161105	49.88235963096365	59.70493142956626	35.246954366027026	22.358076496361623	56.069742448447734	67.72819934884375	50.75228177668354	54.67786835729685	9.422306976461192e-2	67.31689110352758
1324	89.3688356988873	89.2034777851899	90.96018947880012	90.59811694394216	91.45156104924477	89.92688061439492	85.86496222465287	87.6009482439231	87.47799273328772	88.57715514166699	88.22243030112708	21.75935339654094	89.98942517480492
1327	53.52810116125741	83.49680262678993	26.418499978946663	34.70557526454941	62.733703716483355	36.9844452968488	29.92284236505478	68.96539173026174	89.53165488265901	59.30035078511293	57.06110177588596	5.923110876812494	80.91018962107252
1329	81.0546015971759	80.83953173144202	82.33361715101016	80.51653035105984	80.41255618941709	80.90621670799713	76.64004161364814	80.2658619132945	80.28082297693852	83.15105986306757	84.21224914835473	5.17606242338872	80.97750111682453
1330	83.81679961546412	85.06973070311561	71.99636908314929	82.99961279787632	83.35624296911267	83.74377868056811	72.23215238078024	81.30932706377479	83.78014924453787	76.35940238939833	69.64449786318045	15.161607701810473	84.52043766766216
1331	86.36103080628779	86.50510044188194	83.34956810797868	89.20512213075659	90.8004476202566	76.57844135136655	82.37340997947625	87.64928519039003	90.3896809171415	61.4915479711584	85.00707286651192	1.9563031562941275	91.77368360700079
1332	87.25108952121225	88.16590590373498	85.07415721123299	91.20452120804222	89.73895337978479	91.3538466615586	83.50194801402495	90.20339193296185	89.80830536756181	88.01161774625483	86.98140821108065	0.927940386683693	91.05317152851313
1333	95.01776003416238	94.78928908836465	91.89210580058949	93.2264300600573	93.58284345572177	89.73910461888566	87.9425008821448	87.71512299699464	92.164928961069	94.38099979051184	95.80161100467724	7.46783081292515e-2	96.1138078237665
1334	94.58925396468477	94.94026849342748	91.0001847646491	94.11007490217446	94.41222955988029	90.08441920634999	91.0116005390815	95.01066377211434	94.42448272919684	87.80120955807459	90.56426605370868	4.515889635848292	95.46143234946263
1335	74.10606496895643	75.55385721148046	60.61943558098232	65.7265551627684	68.45312503437488	69.07358154268802	63.41895689139845	67.03674250845279	70.1476792669799	69.72034124139299	67.37634878330446	9.090670278178992	75.70383850101908
1336	81.98110649368394	80.9668860212247	78.50077383681004	76.85486122481531	78.06196219453761	80.8520852772202	74.19212623604216	82.75728053251656	82.24868163284508	87.10472035541304	85.77732338249977	0.10260528191621188	82.91984454841995
1337	71.42417550691583	74.07368154545921	57.52938549215233	70.43451817693544	72.6873412714141	63.55166554198755	64.4118270553148	59.93545200467029	65.16113548803915	58.75046694443146	58.708378825014954	6.532036606385643	73.51420012792425
1339	87.22469151507374	88.73758083523632	84.29662848770256	84.9511635815753	85.84566851521123	81.98754506674472	76.65400883961773	87.54283431476541	86.56951451937155	86.2457180325252	87.63989751602546	13.508142419578906	89.45242381425716
