"ID"	CB4"	"CF2"	"KO2"	"NG2"	"NMSD2"	"PP4"	"SB8"	"FUSION"	"MVOTE"	"RANDOM"
1301	92.91168623874026	89.6995333326144	91.93111316594657	85.15202862833358	90.35618889489743	93.07236969338634	0.11587974774466822	92.88259901396435	92.53897359856688	77.17175454566747
1302	80.83293792052953	79.58996152163701	82.38415005868971	73.2847516231206	80.8453838321878	78.25437325829408	3.186153536092496e-2	81.59912078240758	82.62672312397726	66.41851390998302
1305	98.72188587638988	71.30019153264946	82.34889523517256	48.52723700149613	97.18406397951776	85.64335040197277	0.7910442663102918	98.12220235128929	94.61362364749003	68.77269828234947
1306	70.37472934404056	75.69487503205876	74.60824083318303	72.34610737938434	67.69584826146225	53.71397723359655	5.468090384072526	76.91056690379861	77.94233931762396	60.43895254948153
1309	74.99898386003117	49.184811206009385	52.942307405734766	46.667737050352315	61.66854196213459	30.134946052794447	16.41793633193047	60.853814375962145	59.533364534245926	46.02075490273555
1310	69.66810637968024	78.50967018344224	59.100649981927866	36.83861549643361	52.02475004443219	55.27901945538871	2.4641301105305855	62.549269196313595	60.31073556855818	51.64303601504528
1311	91.37840300714001	90.48763551464668	92.44593410045539	90.62833463314124	91.86411059956903	91.04513580657787	2.572431599391655e-2	91.49337780964066	90.77763654577794	77.3694673100367
1312	66.56971614397067	69.48733174330808	62.0875256693284	46.065401416153804	69.11810097085136	53.95641867072124	9.590322332536028	66.78346019487185	64.30979377939667	53.684857900036675
1313	72.49083908120396	72.48001396057107	70.93608371217334	66.37221917936445	72.64766838472893	73.19996853858493	7.98082814242055	74.31325167390138	73.81269252779984	62.026608034917274
1318	57.69023289035823	62.840626675680426	65.26401044067923	61.299943325452645	65.48450002401125	52.92165209802218	13.929121780283	68.49714892356434	68.504853836023	54.109422354861024
1319	77.36111365168516	44.222764884898126	56.066551096326734	45.565349035911574	60.24196542458661	50.43640556217511	18.073114182833088	63.91158292344695	60.422657974574946	51.30568292674926
1321	73.37263968193963	69.42888866795397	72.02551924764352	64.32426558773302	69.50485467870031	71.52293741301055	18.86950025608397	73.24096056484238	73.26819144211792	63.508189994047484
1322	56.412829650530504	57.35593188145284	59.426010343266796	22.082349668188208	67.72819934884784	54.230839565273556	9.42230697602563e-2	66.90297098025707	71.25053323405537	46.80642192682875
1324	89.27934364489954	91.26163506567102	91.21139572132545	85.57812728903835	87.72280592543844	88.31948423719446	21.55790559057452	90.11957264968366	89.83281527701553	78.4918749283883
1327	84.25288930255947	26.719061905709506	63.19898782465088	29.45765387012966	89.05582011301098	56.96695691701973	5.775101601863158	86.09903060728924	71.44706852779524	52.290914272629685
1329	80.14745176278613	82.67425336594943	80.12327670066186	75.67112965751343	79.63479012763052	83.52016917968548	5.402105262095766	80.14700515443658	80.2091720353579	69.99359697279218
1330	85.7128824995827	72.55381108959656	84.33174363686842	71.90493729856328	84.82952742617536	70.35717991541806	15.070529983964676	86.27766829059992	86.30729467407828	69.28679981211458
1331	86.15038983442666	82.75008522881429	90.00805576729508	81.35798026890113	90.4787614628946	84.14522298444965	2.112504039134068	93.43691308047515	93.95158790296898	73.75635894039138
1332	87.89310864220919	84.8745035495344	89.66140013136855	82.312569627572	89.93737814946729	86.86449509899337	1.0058824614002184	90.1178666318357	90.50824861498961	73.3969396820664
1333	94.0812493581326	91.5257352895492	92.58087756185506	86.63553473530797	92.00743432103245	94.25396688060991	7.467830812951141e-2	94.96430440064077	94.6701707969755	76.78123323847305
1334	94.29218238703486	90.09531947629779	93.79818288669377	90.41854927053463	93.89056013353422	90.00522740225178	4.41317117839049	94.62926279844892	94.44067990380393	79.32518495419671
1335	75.27721687548986	60.836720442267165	68.93041927553904	62.78013332207193	70.16493737613035	66.79221488710837	9.203664793561325	73.91854585600824	71.57770687678595	58.82213673412379
1336	79.89080986187516	78.76145985687931	78.00183077896521	73.15500773143525	81.78581877667438	84.4699144432938	0.10260528191324521	80.7711407793481	81.25878849079947	67.56873834312377
1337	74.61813762809867	57.58104313728878	73.06712927549532	64.84720678794527	65.13332287006097	57.94126349918554	6.8840843190123335	76.16052265782254	72.30093353542807	56.7821080413495
1339	87.63855778115165	83.6956431732768	85.02439465630329	74.83492366697023	86.29652428712721	86.38375966375862	13.226860982847604	88.2574990361179	88.05037833681396	72.83330259232747
1340	74.47742611441761	71.62613422445449	75.99512103132699	67.9941254289463	72.92405555316988	64.89471891339971	8.103626833835527	76.5731087075067	75.74530303104326	62.84741635529468
1342	81.33509895681142	80.23697999902457	74.8971115105039	63.06821229762566	78.1567256189321	74.53271163147849	7.078683601328406	80.26376834143335	78.84003666533084	65.14535269685254
1344	84.8236529705549	72.40411838875524	81.53781542556543	70.46613228325712	80.7435215940221	78.82053701756601	6.28052250809539	81.48943535310926	82.34228428210947	69.27201791346837
1345	95.27858922115796	67.27949407708545	84.10095768964472	76.50964296533677	91.53016587611151	80.36679875970964	16.9754302522684	95.14543704724431	95.32839107753148	73.85440160722561
1346	85.69222940255598	71.19084743468522	79.74407972941137	67.66369346526248	77.03363858440989	80.287220872306	10.03874873857077	82.77094418337161	83.47738616975433	67.25899102555331
1347	77.47826400241532	75.54236585202817	77.71737778561682	74.28013587789248	78.01449579231439	77.20276021276155	2.737487879425275	78.47164465060071	78.26073436124321	65.50367587718382
1350	82.63299842917317	78.81720419327462	81.82898571339207	75.35615737932304	78.5703331169923	76.4930475465993	1.6323865289272967e-2	82.6305541047698	82.57646476933492	68.05999124612536
1353	1.5724786077710884	0.12555257543618717	1.8176355081881514	0.24813102564471898	1.8954075050844135	2.140564405501478	12.387792770885053	1.8176355081881517	1.8176355081881517	3.308537601916079
