"no"	CB3"	"CB4"	"CF2"	"KO1"	"KO2"	"NG1"	"NG2"	"NMSD1"	"NMSD2"	"PP3"	"PP4"	"SB8"	"FUSION"
1177	96.3391746910662	95.99433298239886	93.62496377549311	95.01773743258713	95.73583544447352	96.64958883033528	93.35253099441569	95.3543686966706	95.14470689399465	94.71367246068245	94.71367246068245	16.04088697267092	96.56015497309564
1178	66.9321135178928	63.904396513243725	60.32235519269384	65.09365419388095	56.637015295883806	45.82185879187289	35.616614890556384	59.36006051623397	57.98194030953104	58.04805871881719	55.12776884952124	6.813226710965432e-2	64.692922901506
1180	84.48125503104878	85.95409313500227	67.86106006518457	78.6544467490293	74.54149891762657	77.94459246057474	78.95894562932169	81.83203744420024	74.46804873568797	69.44554970597024	70.33979936461671	7.086090917514962e-2	80.78006615256584
1182	33.449550622246484	29.727073424771476	48.098311274677584	48.84393773544716	46.523684950287404	23.60032764729555	26.90310241277546	44.336985489292225	45.853269167759464	47.967828978530456	47.80466890289054	0.3553138029821464	54.46994549989667
1183	83.55386494036367	85.02855943567465	77.1618378412255	77.19796278662409	79.12968687671389	71.05276751614717	77.94022908870112	81.79368606432668	83.06082702734165	69.06263508762173	63.602973037149326	6.4753450646939905	87.88146089717162
1186	76.2164162238577	73.18740116905272	60.171588426770185	73.18666808575139	72.93187284858263	68.6063012840783	55.93825462961433	67.49389731908234	75.34175618193363	74.22364059559204	60.86654479465604	2.4275874676588525	75.25139693400597
1188	69.00514943864994	71.15243270723627	70.90058992193018	71.89035815974972	69.08002611431901	68.9578181100777	58.32092091186928	69.52090869047156	68.58672911257425	71.15837367431016	69.78456463236233	6.861225984991466	74.21109223389979
1190	81.45468949722037	80.41594817158499	82.01595426093729	82.84558033701468	80.87206148518324	85.31017042099053	77.66877896692843	86.43532021731954	85.02515101092749	84.2360283732279	83.2679674308422	12.797148778626827	85.83354279571567
1192	85.87230426653993	85.84712592498931	51.005484914737664	73.09594810631985	78.07895419413354	71.6284532514899	64.12809692106369	81.9550623903236	74.2081051386497	76.8587982657038	60.245183784111966	0.18231256392735326	86.87712646960273
1193	81.29626321890062	75.16806870777768	81.05704074327919	75.50057785373079	51.107842557632246	86.84163153612272	88.60674488229478	81.78414270930064	77.76948633652312	68.83559109776424	62.6244712624482	7.615114338523847e-2	83.30278356339666
1194	92.9075953505169	92.92540971675933	86.44262799135272	92.15899541393757	91.97480647681799	86.90037620396836	83.60518512303253	94.0311797320014	93.48603534908997	91.24267990378601	91.06640419125385	5.6863132895124874e-2	93.87023737281824
1197	83.59064862359973	79.451722012737	67.68466267754168	74.53626095907869	75.6677098274766	62.104786020662274	68.78031581677678	77.95027103381922	75.51417146779103	75.03101229204377	70.72860095619336	1.2661213141007868	82.59514624909096
1200	73.2513598788167	71.07212338161352	69.600560707207	75.2303190978297	73.35004930877498	86.92188141654425	82.4504515340308	70.92568357184955	68.13134579199705	64.85065384575523	63.514915364924896	2.122987655209188	77.49713639900123
1201	73.51492528030964	68.3449202504429	70.1436080038183	70.09240225480978	70.06113799020477	67.62780474418773	61.86134954208591	64.84980930676524	72.1865999667897	73.64614749987413	76.80725909127423	0.12145160853318929	75.14782387902265
1203	78.52489569889043	73.58261655897151	71.52063871464313	77.40834246500734	75.20987223543182	73.81693098431518	64.67147264041843	74.64204155724784	73.48235446858868	77.44801904138441	68.82313806023235	3.3785430787687623	79.10297581975665
1204	60.52187448164344	65.93931215826807	57.892071166287565	59.441977129116864	64.70478384195289	51.11895980776456	49.76965139440136	70.839435337737	67.25061702785595	59.82618397037376	58.0418894739462	6.179634853189927	68.28338948441589
1208	66.35084237661937	70.22505045851078	71.71179682548163	68.35190164461305	66.25785482496762	75.8725032698631	65.4249058656714	67.63728185187378	63.871694845544056	69.49681736830182	67.89128539141896	11.888467046926497	71.5634643150477
1210	86.07515188229368	83.00834920450713	71.2910341269924	71.66767379819692	69.37197503745614	62.5083875803177	45.944422894526234	75.37418364871881	75.22264788600602	79.76723657024132	77.88360383616879	4.585721694733929	83.31397522862123
1211	91.40800313508008	92.2568847114076	88.3843994711416	92.24252536988332	91.10744156311603	83.15002136495856	78.01582169141855	92.24240032193887	90.62414981566828	83.05756901645533	83.14022070903584	2.5716425829811866	92.05815628433176
1212	84.00164471148858	84.16209909221925	83.58791726111752	84.42783136704418	84.67477862042958	81.78116389062926	69.84506626925204	84.09308188367886	84.09308188367886	83.35912064322987	83.35912064322987	29.77465932871965	84.85589411945053
1213	94.01771353848588	90.10371193159907	87.55663098117586	89.55158288502044	83.91073160155553	78.65210044888647	75.73169597064648	82.41229176453889	84.67254049898588	80.39067362876217	76.8227898173705	6.564748604562026	90.74281597336049
1217	53.783736555271965	47.46222645976167	61.052786636322	55.23803712239928	55.33087101740256	54.187546772255324	53.19706121686466	56.63254618671127	63.897393295825275	57.118119038800344	61.119960158398165	1.6715898810619796	64.08143594763386
1218	90.76465811986935	86.91168847367784	85.74327637994966	88.46679715149646	89.93300253077476	73.80354061152472	74.42454926429491	90.25697892605662	85.48487895221952	86.55134541252298	85.37251648282901	8.338095963856783e-2	92.7311881419341
1220	66.36404476505685	26.51050161202177	50.78262695387294	76.55033899855127	47.823250938981495	77.32061160574963	70.44225731985763	76.83869629525206	75.78620639308394	52.77790425433728	36.51112413188825	1.9132766543032098	79.63320161784767
1221	86.16162468484967	86.25276699996476	79.90427516709977	85.1470709533198	84.24024442421165	75.64430431983926	71.9298391606424	85.08264008907315	83.73161508696504	79.84525736810822	78.50265288792711	12.164182914714742	86.98239836141225
1222	78.68142373880093	77.66342154068495	69.05158064694282	75.11310114088602	77.6276787197973	65.67506787294005	54.49537848739462	80.58819073182906	80.49546310645496	75.79301549895142	73.50119286295144	14.885954307426056	84.06191020035027
1223	10.518461658217609	6.5143459864860604	69.26138753165388	2.5757726613272895	11.763109636393285	33.77229155188705	43.98333558657485	77.71067514888965	69.42246405641053	1.563136485116737	1.563136485116737	14.406755459116107	10.789926084143614
1227	54.12822379124855	74.60154287534128	49.70503583035785	52.30178412468723	56.19070482342984	50.77856653122493	64.31562860257509	60.07702322914608	72.13800013263777	41.12912760008187	45.29493387628919	4.513658113945873	63.11472647413875
1232	54.179715354937066	56.31241219057215	57.06229515536072	56.513554028943666	59.71585685192179	63.33165928455843	51.03753081305412	60.8441924423197	63.40950734371312	64.58162670324558	61.16366714895938	9.212787440104242	65.17888655742205
1234	78.5024680866826	75.85130046662188	75.74652367753798	79.99539189621167	77.89797978965277	69.29134828498789	66.49070684432643	79.52785501742147	75.60734082516166	79.03926632544062	77.8637022946848	1.976460110348708	81.08064592675332
1235	93.80731720645282	96.15601019940637	91.21424856433364	95.31715927173992	95.96715090709283	83.60096041957472	91.95512648703986	95.61206032893325	95.61206032893325	95.70269560678561	95.47301569097192	7.005668385645855e-2	96.31718060574826
1237	83.36882059750468	82.95706168608085	82.1067708405701	79.4155825993408	83.09887028690032	83.2804951908893	85.04625488908421	81.3752319927649	91.19798078577274	71.36258057068135	67.07309601586736	8.626590935602408	86.8965290315291
1239	93.68763709480898	95.03535156593878	91.34863838909688	92.3819599618043	94.18088103550792	89.07366952138175	84.47209482241102	96.13833800456167	92.6633363973698	90.55469400999414	91.86266187827623	24.562381893200016	96.32438703380686
1240	90.8408772301078	87.81118123254207	88.03003860398547	90.06903046838433	89.77152014160657	88.38139804564172	78.25330461772322	88.22903616953226	87.57787075077522	83.58036189041768	81.75709871789772	7.515718748353974e-2	90.5577802363078
1242	53.783736555271965	47.46222645976167	61.052786636322	55.291026700364775	55.38386059536805	54.187546772255324	53.19706121686466	56.63254618671127	63.897393295825275	57.14493825329454	61.14677937289238	1.6715898810619796	64.13442552559935
1244	90.54273820748884	92.52064299857776	83.26711516371887	89.16851153807072	87.93400403819291	79.23113280465658	69.58771209438065	89.08339535720441	88.95617786307122	83.93586171578198	76.63862972269506	8.481166323543311e-2	91.76595400049366
1245	92.60189436383831	92.4363532919076	87.21027269054741	92.12836169940152	92.03864751312359	81.20496680848487	76.54383488315707	91.0362714190956	90.49058957071749	89.52210061816872	93.1873441517498	0.10357720242664357	93.50753524964246
1246	79.56805860182965	81.86980320576576	80.19187778464499	77.43968232745613	76.13695132432491	80.77245973759311	74.38694633105608	77.25293721899142	75.7272125430532	75.35292880463265	76.4855236007553	6.194026739011553	79.74434806682477
1247	70.83349457357811	81.24328162289684	53.72477115535492	56.94587080861203	60.536663067294526	54.41812412089424	68.08388023079068	65.65500323635574	64.55050631506816	53.453865549734495	63.295158070820115	15.873625398624036	78.04492109067847
1248	91.83600610830099	92.68421716272154	87.4612537596636	89.08908509601213	89.30431680065628	81.52588891904026	77.05409168228518	91.45424848521041	90.72789970911434	86.31216411324979	86.16290700998395	9.711341555057436	92.35564789348375
1249	83.84473327017503	83.33204225785079	73.55942976438436	87.82840695424281	91.11045939310696	89.35934807535291	87.32857904432018	85.6269795090343	86.17456998157576	84.32774210947616	81.40396351447852	31.740753603367082	92.90652428843704
1250	67.26052556470455	67.2586590548337	62.0833087140499	64.50811637146104	65.22352615130906	63.99406044893643	56.08376025079114	65.97468482383205	62.4416488680686	61.84075163891569	58.24817069784491	14.35074109542036	69.70055812084253
1253	82.3122178685617	83.68442917690886	75.12195617145359	78.59986442832152	81.32805515892318	74.51134848269741	74.97116284329827	80.37477068761245	78.42572151469858	72.38857290598928	70.29997803040848	8.013914041550505	82.73533874469359
1256	56.102048887766955	62.809622804351115	49.30381041785923	50.641465538768585	64.18816465399492	59.082992473304316	57.72963428215544	64.27496617592261	66.64544385489567	48.82693172690712	51.47670734887655	4.6566132956822335	64.68961416159732
1257	88.99532221261623	81.69069273198586	68.2554549713591	86.55260201513518	85.52531238786068	77.67846058650174	76.75645415184633	82.65420232031018	77.19661662242413	82.88637003409772	79.07417612371182	8.97985154480001e-2	89.65251318540943
1258	76.73326880138426	72.59035968733112	71.47611445989327	70.98588711653045	71.35276672646084	73.64613701220021	71.94234187981043	83.34010459628071	78.44845126806426	73.57559890944297	73.26911218881638	6.1956472652503685	82.16644342004892
1260	53.780792093168564	59.30953240501863	74.17036564802363	56.07915482322916	56.92586418515594	57.040024451873364	62.67461807205558	56.193154073293904	58.37528895256773	57.93291975799857	66.19739684325073	7.904416225025196e-2	55.66811420020984
1261	80.86815375089255	81.5733502483095	77.73028668148226	79.92621886405034	80.6571483299074	79.44117947404902	78.84863236703193	76.21136177755568	76.10943855715448	77.25909976797679	76.43517735763201	6.997915900876149	81.80927679382384
1263	79.1420808552106	76.14782375268557	60.51507632522212	64.97151064907521	68.97707546326448	66.5243046434624	56.576381861005075	75.820447617848	76.96524999858444	63.89452954473812	45.19643133675652	10.335413077119052	74.31724780330242
1265	88.32705782175644	88.9891722639602	80.98783922062469	85.78814952861873	86.6954671457805	79.13568760575279	73.63658694068535	82.71770078386011	85.94626657868339	79.3726212307128	79.04837658180163	10.916902446868267	91.1060342131703
1266	76.46306527777297	75.11404639101283	69.15966625277494	78.66068881413855	82.05716451806897	82.53376187243555	76.72739362759219	69.35272109222697	77.76721429733378	78.31892892507078	70.43710635695606	6.737866611802848	82.57914602675314
1267	67.1291487740566	67.45616097175781	33.02278830479292	38.227746364603874	49.04806651518954	12.11533426916266	11.689617097712166	42.72102701060557	51.41543305769145	14.545110079140128	11.654859622912957	0.6450041338338032	53.208846677041755
1268	49.619030228080085	49.24784570832348	35.618004427337155	39.45445667064633	45.940073207110366	33.18855422113132	31.733839442740404	49.51073372577784	51.74052596687302	34.74746161493035	35.438022086354856	3.866990050680124	51.18302155149686
1270	95.4369011664618	94.23608172959729	90.4487872911937	93.40417757270785	92.2109519063658	91.43504512333969	88.54851516901522	92.82180006463692	90.26095103972158	93.02299527316187	87.98664066048329	5.347877030529046	96.41918537172585
1271	86.69096854731188	90.46965924635018	88.7803392471931	89.79761200465062	90.99563251567683	87.40065833447632	82.70227870585639	88.28547418717213	89.32457274762905	92.05820875729654	93.89066717705963	30.92513979039791	92.38695260823417
1272	92.6719850936156	91.69806267633075	88.80619373603034	91.10631075813941	91.10117176765633	84.80219076384952	78.26504270834778	91.28866112292675	91.07995947195715	83.29952840661467	81.2401793550758	0.11060000457124954	92.61788605200721
1273	64.36241638805949	71.76005109401224	54.93711207979718	66.24037769960582	67.54417019804522	56.41076600643824	61.20125556014248	66.69772274190045	63.9703833730846	62.79469777131009	54.02952550893628	14.954387557065266	65.31145991969566
1274	85.3296634816251	93.74987509313333	62.52080406676252	72.65185181051164	97.17200068970814	76.78696143028267	65.54464887764615	85.31755813239977	89.73099130208065	81.28847544276961	83.25154418340318	2.465140920941259	93.50244837711433
1276	36.77797193019507	46.050468428834876	20.548154950060223	49.87122030794631	55.221643218355766	42.645055072314996	36.44040886269723	48.12924964440593	53.28192117273045	49.268181689802276	46.258610053105265	12.39344466463965	60.27775135760894
1277	95.1296088847842	93.4499817103969	92.88749212266592	92.19939642757524	91.9698928695507	93.16889621894786	93.00049227813427	94.85640293786763	93.88115898944037	93.48100931097363	93.45937551469947	10.67475820031583	96.25247154095278
1280	83.25236189535275	82.62811210855261	79.63709311044536	82.83349302608846	85.92462994492685	88.16885554491893	82.32980499024659	81.73054943991006	78.77418262531513	80.6942700264624	73.12245464463315	4.814542837126315	88.9667164480915
1281	79.721711861623	81.23371730603847	77.24479022635028	80.25463745497034	81.3164391525054	73.82366851700287	71.62892431231806	77.64472906024807	73.80679603912547	78.3150158923132	75.5977537481696	1.8906231661563189	83.37638169459926
1282	74.92257850084508	71.56997044703623	71.96169253497987	74.98518307267432	71.88283389749625	66.49625344610612	58.01226990487657	72.99117987652895	69.44250144934587	73.17193335269106	72.28059500528312	7.611193069556468e-2	77.32129743431409
1283	85.87230426653993	85.84712592498931	51.005484914737664	73.09594810631985	78.17556539470795	71.6284532514899	64.12809692106369	81.9550623903236	74.2081051386497	76.8587982657038	60.245183784111966	0.18231256392735326	86.87712646960273
1285	89.9674901625634	91.3227732034648	77.24770036638331	79.10205425354422	79.68289857322873	90.98034687890365	86.00558218747226	90.54188720248739	83.12336438548755	90.74170590747974	83.80567832519094	8.312581350601166	92.27621148576338
1286	58.49977555742099	52.12845648647354	57.66298053685974	63.80656524506757	54.80287473264944	57.33687661826682	48.65543610580155	58.73434317519417	57.89988988278607	62.199588833466834	38.758802922614855	6.591195624460772e-2	64.27634269821593
1287	85.07736955399113	88.37397842008964	86.55769486673981	91.15525784829687	77.85024381556822	86.05864189637224	65.9962045305704	89.72521379671667	87.13655572251785	68.61190389125088	66.11657360809846	9.001452390231517	91.64685193397312
1289	79.99757593192014	77.71432862460823	72.80424526004664	81.591199925769	79.351678855912	79.70436859745001	69.77838069374016	73.06037777444688	67.42611675747996	79.86478582137812	71.23745324386293	13.425864011346656	82.46186867009541
1290	93.2069280587918	93.4928650919565	89.58316013461148	93.11067833647083	93.62229166002307	94.01096131983888	93.2069790000507	94.11795104982068	94.40388808298536	87.06332682688992	94.27267104647369	9.360061226387728e-2	95.55190906049243
1292	86.88732180717076	80.82593319991298	86.46965707827505	89.43390895972618	90.39826044337111	78.17603037631022	84.66110342818692	88.50262672867531	90.13604963181686	82.9468162553686	81.28005939432586	4.048429146504015	92.26436420031038
1296	81.13303656128411	78.00762018903819	71.19351532904136	60.74203133447389	70.95665941606049	70.52276200491288	65.12490553171394	75.97061511154479	90.97901016126347	72.91944145178634	74.34810910434012	7.894049801490988e-2	76.73138105293938
1297	92.52082154790521	91.91645957662115	84.46354102928295	91.51008910624736	89.98587959766047	85.12952136644151	82.36023943238528	93.30908195623185	93.25865128334297	88.76516713408887	87.19620606547409	18.959924984219704	93.10055444125388
1300	83.34932803101397	85.07882044142191	80.44781875326295	87.00791029701458	83.849279980551	81.99751847692242	69.80897161744221	85.3711877876481	88.09431412682461	85.59633540264744	85.59633540264744	4.352841327472847	86.56205662976434
