(1002,86.23057581696366)
(1003,85.75102683970361)
(1006,96.46447054138338)
(1007,98.25952680066675)
(1009,93.78407670533481)
(1011,96.95427128538392)
(1012,94.8922271511115)
(1013,93.72416230233176)
(1014,98.73507855204677)
(1016,95.95164422203973)
(1018,95.28556034480658)
(1019,97.68685580413813)
(1020,97.26093224411339)
(1021,98.12744578508725)
(1022,99.19045590115046)
(1024,98.29911503177154)
(1025,95.08617631749607)
(1032,93.76959036963393)
(1033,91.3023981464777)
(1034,91.81445133147915)
(1037,93.44036017580257)
(1039,97.51966423237265)
(1040,99.78340358718964)
(1041,96.5214943015455)
(1042,92.23334777049185)
(1043,96.3665285872974)
(1044,94.50338698468855)
(1045,97.37211221121579)
(1046,97.93446492804986)
(1048,95.9997588551493)
(1051,98.86349579416121)
(1052,96.23402992756766)
(1053,93.11934753044233)
(1054,96.3042237442819)
(1055,89.81301439385192)
(1056,93.5063656548332)
(1058,87.6563145927798)
(1059,97.95386716921094)
(1061,82.33109000759666)
(1062,99.40764023210616)
(1063,97.72774113767181)
(1066,98.96309149885927)
(1067,96.54368128509196)
(1068,99.49733149705166)
(1069,94.46229305017283)
(1070,95.06791128278923)
(1071,94.94654442942394)
(1072,98.82279454160351)
(1073,98.17415281754472)
(1076,94.28665506944628)
(1078,96.00333333987523)
(1082,93.259671794719)
(1084,98.1477460087659)
(1086,95.13339241510279)
(1087,94.20912817936782)
(1089,98.73686136242554)
(1091,98.7881126564912)
(1094,97.62531928479962)
(1096,97.08868412274792)
(1097,93.5063656548332)
(1098,98.39729497279251)
(1099,93.61147327245304)
(1100,89.46136838748969)
(1101,88.81901157610366)
(1102,84.55257949174917)
(1103,96.44471923175301)
(1106,100.0)
(1107,97.75294448345846)
(1110,96.96732996985118)
(1111,99.86589157470617)
(1112,98.91425344375813)
(1113,94.36472827179381)
(1114,95.87637667547442)
(1116,96.49909378250024)
(1117,89.39111084340628)
(1118,83.4431722982257)
(1119,96.63337191085607)
(1120,99.57793550165225)
(1121,88.43819788961254)
(1123,94.36472827179381)
(1124,95.163097862584)
(1125,99.60453254132157)
(1126,93.40270106052242)
(1127,93.03909387362503)
(1133,95.85227822385608)
(1134,93.45604083195525)
(1136,99.31350283152244)
(1139,97.78950436778004)
(1141,97.41342905405122)
(1142,95.91754461405876)
(1143,96.51072788630637)
(1145,93.59194645220902)
(1146,98.27100984999679)
(1147,87.34262980259092)
(1148,94.7797292227348)
(1149,92.1707011522847)
(1150,84.55257949174917)
(1151,97.03369309532893)
(1152,99.63805940749968)
(1153,99.72864671130881)
(1154,99.42831808847957)
(1155,82.39289688426543)
(1157,94.36317200315217)
(1160,96.08967844485778)
(1161,88.55212546947104)
(1162,95.85227822385608)
(1163,92.85630014156403)
(1164,94.77562431879248)
(1166,95.06703463676908)
(1167,97.96406999028012)
(1168,99.29723026043824)
(1169,89.30036804191664)
(1170,71.9768083929571)
(1171,93.8914531713493)
(1174,84.458111702128)
(1177,99.19130447539285)
(1178,86.81299963658417)
(1180,94.8380031463598)
(1182,89.34704730241687)
(1183,98.39729497279251)
(1186,91.91575252303113)
(1188,92.32049088067122)
(1190,92.8429399057303)
(1192,93.05613873019841)
(1193,96.33727014500386)
(1194,98.00113726265799)
(1197,89.10869082016589)
(1200,94.8813389004201)
(1201,89.39490157749871)
(1203,96.25717655751843)
(1204,93.11934753044233)
(1208,87.88243565703489)
(1210,94.34266481875395)
(1211,95.52189059004603)
(1212,86.05158111660106)
(1213,98.22788133368338)
(1217,76.78287848169971)
(1218,96.43988660995399)
(1220,93.10542129791628)
(1221,97.77099326971936)
(1222,94.49167558994071)
(1223,91.71776676188595)
(1227,93.31074234387395)
(1232,78.02964947325592)
(1234,87.08173298112605)
(1235,98.91828363464909)
(1237,98.72395833333086)
(1239,99.69433687320306)
(1240,95.17963731326195)
(1242,76.83588560845382)
(1244,98.56752418155185)
(1245,97.95750808406449)
(1246,95.66024577437145)
(1247,97.00984711371665)
(1248,99.43451642498692)
(1249,98.80981847707393)
(1250,84.99272155999974)
(1253,92.77065463101366)
(1256,91.2758770290468)
(1257,98.56279988024453)
(1258,90.74004421733936)
(1260,89.30036804191664)
(1261,83.08261940534713)
(1263,98.29911503177154)
(1265,96.08248955029389)
(1266,93.92857470650443)
(1267,86.08454957222439)
(1268,78.74006148368848)
(1270,99.55925386977)
(1271,99.0069077336187)
(1272,94.70376794105607)
(1273,85.21578913486418)
(1274,99.60670946322875)
(1276,89.15029644818324)
(1277,99.56301735623654)
(1280,99.75931310908494)
(1281,94.41899761102373)
(1282,88.29115297298003)
(1283,93.05613873019841)
(1285,98.92241379310349)
(1286,84.54007526861271)
(1287,99.222288434313)
(1289,94.95570866141725)
(1290,96.56875560202405)
(1292,96.71405579397253)
(1296,99.13262976035679)
(1297,96.49909378250024)
(1300,92.41905655264281)
