"SB8"	"CF2"	"NG2"	"KO2"	"NMSD2"	"CB3"	"PP3"	"KO1"	"NMSD1"	"PP4"	"CB4"	"NG1"	"CELIING"	"RANDOM"	"MVOTE"	"FUSION"
1301	0.11664245415433593	90.03494327219033	85.9194009563644	92.68622415397864	91.08161560876037	94.82712216026894	92.90144313594101	93.18048540535	93.28100334875926	92.28661724457359	93.32443888277916	86.53191813444177	98.03468208092502	84.1153620176796	93.04616031392942	93.46445704952745
1302	9.887315874184978e-2	76.04113515464785	71.02998381783266	82.14865353636439	72.77124629877872	79.75199353282528	74.23833746404186	80.54219542953167	72.42641089754304	72.87063675074354	79.2907343176869	65.56779254671095	91.2015758371636	67.75153735044779	81.50115305588832	82.83736976735182
1305	6.663851721750676e-2	72.27276888928448	50.302666123503016	76.61234329698465	98.32647020862395	99.20691704915885	30.492960295136264	49.28142396286124	98.4042677633226	86.81796303046842	97.12904518205411	21.448524011255284	100.0	64.3250429687263	97.71725030990787	99.1419056382977
1306	5.134506944193466	75.2635045183539	74.80755098089632	76.35990179163028	68.06254685582186	75.20574913216741	70.57449529515128	78.6492644726242	67.07122420999838	51.9620589276258	71.2739186418745	85.83939887270543	92.09431345353694	66.16237276280691	80.63943571800452	81.1279827420202
1309	6.551402063785418e-2	54.34382635558339	53.177896403869255	60.511147818941765	66.48551602844528	67.39306778864359	30.83143308336082	48.69052368309153	69.08097189593047	36.539435835762404	68.10349551896996	61.52216305216923	90.61166429587507	50.86298196406791	70.26475036657942	73.45455820843661
1310	2.721030941711473	79.99889995246446	31.352266437199493	61.216135994587184	49.64022914919849	71.3526031423052	78.2953222823747	62.3004633029979	43.28085025482075	55.43117038912491	71.74617908171398	49.5484207866914	94.84126984126976	53.85613723738446	70.46968013123231	74.19758867483353
1311	2.5724316004751814e-2	25.869855977518526	7.891032017318979e-2	50.44380750103738	36.174812419881384	22.73143337715342	10.002415508382997	24.552206350207996	43.65125701676772	24.992966445306184	39.53765725980329	7.891032017318982e-2	58.38739573679184	23.262599870838716	24.244404260700723	27.888801459562163
1312	7.286344561786641	66.42552336922506	46.53951456193667	60.85448582160892	69.02196712855499	65.47673543361252	57.5550890902758	50.714959073707846	67.89246717714876	54.732869498552425	65.23541328350414	46.05956523335376	82.2613405551791	54.751470200779714	65.6391339715311	66.77746051265332
1313	8.653471127508496e-2	68.13542976371998	66.94413372661148	70.4231116345603	70.37157525952314	72.31111893042663	71.43219236266114	70.07505995512244	71.51428711373289	71.95790089199635	71.65409311251072	67.15484522180198	78.50746268656734	63.28880881260811	73.85886995925316	74.9432216654747
1318	5.113102560033553	61.576819910270245	62.07624304230672	67.55636142703277	64.74156880174097	60.93825231258232	60.89822389240288	66.1087039083475	64.22920726002592	48.435928872222696	61.2929517647392	67.74750370186706	93.83561643835627	56.82512197666567	73.03926291901922	76.64650670065485
1319	0.20015766757991332	54.881641545363834	62.194071695063826	57.62457195284231	53.78975735605815	57.606659587355345	55.246339807478726	54.219938921877784	53.537567403312835	58.554270146325216	58.6562849207247	67.95339757648215	82.4436536180309	54.8596563590828	61.22686402301349	62.257287485386684
1321	19.572806800580707	81.83652697474598	68.81283787798398	80.890688097773	80.96176525995946	84.04224821985929	72.13189703936823	79.69160791605529	82.73444307592459	81.52794272949063	80.55347390047747	68.2206419420825	94.60819554277533	73.2900128118223	83.92349327990962	85.2133246923319
1322	0.1030799711097318	58.55964749362218	0.4623331567597084	62.69738133251253	17.559663057994467	23.388001697329415	51.7904219333805	53.22555896305944	28.74719339922932	57.51215044484446	11.671937000229999	0.13382812346409656	83.80503144654105	31.690586384416754	59.05035259270283	66.14761536342843
1324	21.75935339654094	89.52000478818721	85.86496222465287	91.45156104924477	87.32289592948412	89.3688356988873	88.57715514166699	90.59811694394216	87.6009482439231	88.22243030112708	89.2034777851899	89.92688061439492	97.89562289562294	83.12070976220454	89.73286999775729	90.52179763159629
1327	5.923110876812494	17.110958261544667	17.767295038966317	60.93072779730262	83.1904971803091	32.14375960648327	18.366664847790407	21.910262289719235	36.89865194750255	19.636407112321944	32.142730915360154	22.969423266514347	95.75581395348833	30.207429935383495	31.95020115285646	37.582268775672425
1329	5.17606242338872	81.64468109840074	76.64004161364814	80.41255618941709	80.28082297693852	81.0546015971759	83.15105986306757	80.51653035105984	80.2658619132945	81.710971180741	69.77173209106222	80.90621670799713	91.65129151291556	73.7381264241894	80.99352933316702	81.13194532690014
1330	0.1219661366006948	62.87239065803097	71.35375121412562	82.52769213457427	79.8612947002458	82.961075081727	70.30851890222301	82.14388826413919	77.39047251948273	60.70436234599843	84.21400616937848	83.06632925883363	94.51158106747228	70.22536744119212	83.13335125322808	84.16536933362119
1331	1.9563031562941275	78.77103820217498	79.32018080989606	90.8004476202566	85.97681116797024	82.88607474855823	54.107965887893336	89.20512213075659	80.60110111314255	62.81433656302694	84.94309161351994	72.70414365770446	99.21935987509757	72.42957235061235	90.44826067240629	92.83333480846713
1332	0.937934325336428	82.62258855512917	83.13543809594039	89.75139822753808	88.73568223154685	86.26804338927842	88.20439921808236	91.64829482009522	88.48149015269627	86.28769503635235	87.39919227770815	91.64775720963179	98.62204724409449	79.70590166673502	91.36069875372303	91.95223894105192
1333	7.46783081292515e-2	91.89210580058949	87.9425008821448	93.58284345572177	91.85207790909362	95.01776003416238	94.38099979051184	93.2264300600573	87.40227194501927	95.80161100467724	94.78928908836465	89.73910461888566	98.45288326300998	83.92363504685014	96.04343787891307	96.30846608988075
1334	5.432872798912782	84.37734948080725	82.52249309212992	79.75549428107783	82.2200188383753	87.79414823197254	86.3673715967837	79.8253214968684	87.01859871482695	88.4217914599147	82.506866677141	81.0342870552752	95.96022374145416	76.89568161538467	93.43696136526572	93.79563357677696
1335	9.208084405401154e-2	62.80563151047025	66.20011670618537	68.15179360371528	70.48065683915658	71.62129066069537	69.06182446012708	65.17081536144748	66.38629879913852	65.72486572943119	71.36509384480023	70.76636919992949	89.50421940928268	62.79789071887936	76.08288665984448	77.15771298283735
1336	0.10303243876739233	74.17751165377678	74.41170127599442	76.96287013090195	81.09539485870523	82.23310789823095	87.46734669759643	75.56065910618534	80.96894156568644	85.88050092874465	81.21466511659494	81.09938644471572	95.94075699396609	73.95364891632437	83.06600207502987	83.84225051067486
1337	1.7080165273705303	60.01139500507464	63.612177268759154	76.42511615076558	69.50522297459479	70.43932985694138	60.266949554381064	69.67825518158904	63.826289399485724	57.441114058521116	72.73185583735244	68.62611070154307	94.7174447174447	61.09080293676653	72.20496988817588	77.21790009706407
1339	4.767089285789463	80.89395559849818	66.88141336074376	85.64250178141131	84.29933009596523	73.41328312262641	71.59164086901272	82.38469501837747	85.6035457915743	70.8822383812008	74.46428198296688	72.61649961639148	94.20706655710767	70.65500768483213	86.91556922101022	88.8066901920597
1340	6.515534233638647	66.9793835324979	56.97522765152237	74.39159515603899	64.03284292578333	71.60513609979276	68.34222837021157	68.67008144842103	67.29107695549244	62.47352512273634	71.70369538110037	67.41486650397555	87.9518072289162	62.01192423592475	73.17628561849675	75.4195052732291
1342	7.471555319270047	76.07047767789538	59.05490411276152	66.4785640612605	73.68195951620201	60.83744152418716	74.3891024851626	62.0915336541061	69.90523968387599	70.85267148676844	73.9952552098375	66.86807263594666	91.2280701754382	63.73072635750931	75.11781041481792	76.15316559278692
1344	2.3457353111837964	79.19445352646703	78.30192449863563	90.45071165888213	90.28449473354604	89.9118695162973	83.13949649535148	86.91417910481705	88.81514711619586	84.20296727172332	89.28486904689785	83.00436330537384	96.10721123165304	78.57238142993297	91.53284453936081	92.12834258896542
1345	9.469072220041593	68.32196108327963	79.69609475070418	91.51286892393085	91.37495468006989	90.19849288564235	74.99893654417849	85.93380451500504	91.4451215557235	73.4226375938675	95.17666745843394	84.25190388606005	97.88359788359782	76.29819662118908	96.38161312854044	96.71158850547069
1346	8.914790594615075	77.00306265262417	79.63458640560295	85.02958080309268	80.66992568072534	84.26512656135696	83.29463011125328	85.04845419124145	83.13311234165454	87.74483529175687	84.21870001443014	80.62154913452756	95.3941120607792	76.90559244400798	87.07626520456589	87.7654531063541
1347	0.1941670170860003	75.0128304518705	73.85315797301784	78.15910705249549	77.07574557939945	79.45114125319476	76.57915886389047	76.22660248888997	77.77162520125106	77.14797378545693	77.81419585531795	72.42567229597677	89.08045977011496	70.20540975490698	79.77257670710156	81.15540201557329
1350	5.8188427944783336e-2	77.5128473488992	76.6643691883176	74.05998173532694	78.69467157311632	83.19661630730515	78.12617308943416	72.39973685958418	79.44948014749437	76.79009548921066	83.4041967461243	82.05376637608855	90.22147931466802	72.21341445903197	83.55757558678013	84.47015414626114
1353	13.865929702780546	8.26821334129045e-2	0.24804640023871352	2.3653839713559335	2.4703021623121764	2.4480661047688335	2.7183485625508896	2.117337571117234	2.4703021623121764	2.7183485625508896	2.2000197045301197	0.24804640023871352	16.363636363635862	3.0428665619057664	2.4480661047688335	2.4480661047688335
1354	4.965891851244035	78.29671354177638	74.42792011420002	80.24638977556901	73.95650436383464	85.99908895870547	63.53833875789924	75.69471873029359	78.26828813740313	66.22237641520505	85.54360437464403	70.45681073835156	92.41094475993825	69.3754926532664	83.39605589171948	85.1008966541026
1355	0.12112447459657165	75.90967514427777	60.384426659307046	85.79723103524096	74.86878686638353	66.80817414709708	74.22366352873517	94.50823553623741	77.17885544919012	63.55357592053087	63.3162479040935	92.62221846602655	99.02309058614563	68.30276797726015	93.13514395381455	96.3190132013876
1357	23.99261549184658	84.4870834633027	73.78496730424435	85.15784770069128	90.71370315637624	88.15196424146131	76.94213387748276	84.18086289251619	90.71370315637624	72.58069259216336	89.99698602617288	83.34120883598924	93.12210200927426	76.93247127280985	89.80617116130331	89.87694369846065
1358	4.097015879738242	48.61382954663242	42.40283882755412	52.95768022359353	46.70702817318467	52.938501765288336	56.46610961438612	52.40817998625029	49.31203397618443	56.1633081239863	52.35614610233568	49.276430794902055	70.65073041168655	46.486642854416324	55.7908230447411	56.73911004058997
1359	0.8631804739362543	72.6588978128868	81.69395893303619	88.31231812355779	91.81307246683984	82.45194316564533	80.95142696118485	86.35355822013877	93.02867820406918	73.68596081356743	79.46004918285476	85.57147468649062	97.88029925187028	75.49273877457834	92.80255889377536	93.29447396685279
1360	3.5190914344042383	71.60211141869513	69.69455137547746	72.04308362388365	73.39293339712773	75.32262171986375	76.8192873553201	74.05425969783629	72.20277134685873	71.61794754635122	71.92277443254684	72.63630409557042	87.08576998050663	65.82409638462792	75.9725289854258	78.2375567447185
1361	8.090728114018544e-2	78.56829423935281	75.7401033700315	89.37142719802405	86.37588482567186	84.52094640674588	88.58577681596009	85.89032279186326	87.91102173235578	88.72865975184948	85.41923722245333	80.49591813286854	95.451825254339	76.54114546450774	89.99192710480709	90.57285578005086
1362	10.503851846689054	75.95821564377376	57.832179523532304	77.566849852405	76.33403218376846	74.04613666088623	76.08993953174469	75.3135943566734	75.65873012100577	75.55447363633102	77.14661588967611	58.06855939670641	93.16508937960083	68.29907109261185	77.78383493093413	79.06241215044096
1364	13.597089970591213	87.63152363973921	81.75707825642566	90.84204685634518	89.23141051282259	89.47960622385425	91.32736708737025	89.89584506692873	89.84578711874323	87.1609692150986	87.31565348254044	91.11010937655743	96.44376899696114	81.87532252922483	92.4794365458803	92.57081315147595
1366	6.775251956034817e-2	63.010673401488326	61.481524323154865	62.93880001275468	58.26322087515273	63.5657987147583	63.61157002056177	63.75809400255743	60.08886012691265	62.093221799256504	62.91409205536779	63.01461770711707	70.74774034511117	57.51014832411813	65.4041466889036	66.1453552472826
1367	17.77824647056232	2.8272746503354274	0.1951493677580515	76.85481633414369	5.402020232372274	4.846579919128869	2.855058685987841	70.72189930239024	5.402020232372276	2.855058685987841	4.846579919128869	0.19514936775805156	82.24157516092498	14.203302751677649	5.555519303948245	5.5534758548450185
