SB8	CF2	NG2	KO2	NMSD2	CB3	PP3	KO1	NMSD1	PP4	CB4	NG1	Ground-truth	MV
1.7231476163124652e-3	0.9442848938368914	0.8908673174271806	0.9753015510177424	0.9333716253160278	0.9770246986320322	0.9620907523692357	0.981045376322419	0.9500287189402026	0.9649626650630898	0.978173463703974	0.8966111428148889	0.9379666859979693	0.999999999784
2.433246640787427e-3	0.8616235888073015	0.8237966504544301	0.8677571752899044	0.9006037224889912	0.8967924149040435	0.9024910835213162	0.858946781792133	0.9068969156932875	0.8810571398741781	0.9207438255227404	0.8357538493976364	0.8464522938572434	0.9999156252928757
7.02653015223579e-3	0.7154021156227246	0.49436727714724155	0.8339043223400922	0.9833150401891492	0.9877051648065978	0.29387265934539614	0.6117740224340611	0.9840046947897888	0.8645622434027508	0.9891002966432048	0.20504084605548212	0.9834987785779107	0.9988295734284356
5.5589054235867054e-2	0.8254662374276536	0.7763389299829946	0.9159689476372825	0.8131886804553179	0.8545596084859466	0.7828033900291015	0.8894660412534515	0.8054317982343216	0.6024543257006445	0.8390456960034222	0.7963795410737955	0.781510701130604	0.9999974275593161
0.19366058098661615	0.6687282483399266	0.5836876271179764	0.7019713677798968	0.7866254791715347	0.7429455487223375	0.4078082514409516	0.7151140086513292	0.8264399573826771	0.41785848154754696	0.7444917365288011	0.6211828056545563	0.6606107528002909	0.9999999204510558
0.1642694775533172	0.7403482365600456	0.5768357127774185	0.7403482203718585	0.7032551008896826	0.8099924470281004	0.7168811588150594	0.8031794089097509	0.702498096474395	0.7252081724267138	0.7615442965411202	0.6843300419031609	0.7130961522989249	0.999999980770734
2.780352177941853e-3	0.969416126026494	0.9582947173067285	0.9684893419960657	0.985171455075024	0.953969725074931	0.8387395736552465	0.9687982699968711	0.9780661106202835	0.9521161569113404	0.9830089589287601	0.9542786530546673	0.9156626506183183	0.9999999999756732
5.2132631973245865e-2	0.8381858985033231	0.731888457286616	0.9018282231862063	0.9119843699992232	0.9444826827707306	0.8361537461128412	0.8090719444844992	0.9444826758949064	0.8131341075736799	0.9255253368343871	0.7467835147219894	0.6723084247400395	0.9999993706462793
8.477609496726699e-2	0.9552238701052511	0.8716417770981044	0.8961193913267694	0.952835852656309	0.9486567392851684	0.9391044760628348	0.9140298365354431	0.9576119650036531	0.938507461137449	0.9265671892013292	0.8967163989519692	0.7426865507325411	0.9999999639070946
0.10262008557588473	0.7231441040243609	0.6820960682052867	0.7620087345024256	0.7484716164718778	0.6991266386386921	0.7358078607679934	0.7873362464501014	0.7711790399533376	0.5855895185918631	0.7196506568102239	0.758515282444187	0.7659388634355421	0.9999999968555269
0.1540866397501068	0.6333184471131921	0.5792764593622437	0.7766860180364767	0.8289414970474246	0.8240285889850625	0.7275569414046759	0.7882983500049314	0.8347476619095291	0.6552032173577698	0.8343010299732336	0.6860205378228925	0.7043322882526026	0.9999999909982216
0.21327014158383292	0.8210900469769761	0.7802132704626613	0.9312796212637009	0.8554502368858167	0.9265402849321419	0.764218009255371	0.8755924172958548	0.9010663501276878	0.8447867294898338	0.9158767778723257	0.7938388622978152	0.770142180344005	0.9999999991591834
9.578544061303643e-4	0.7523946361013154	0.25383141758649974	0.6776819922029843	0.8572796937802473	0.3730842909374517	0.6436781608492136	0.6551724137494482	0.6872605365897918	0.6681034482160458	0.7442528735927803	0.5033524903615039	0.6958812260369606	0.9999999994749376
0.23989898982965135	0.9339225588762319	0.8531144781282926	0.9629629630450289	0.9515993265451066	0.9591750841527454	0.9423400673533325	0.9675925926236364	0.946548821483191	0.9389730639863284	0.9600168350976457	0.9183501683201217	0.9048821549299458	0.9999999999133159
6.808311554895989e-2	0.38714950198518194	0.39844397618620203	0.6669041207571922	0.8415147612519408	0.6872607204036724	0.6258921522965311	0.48902575043029667	0.8034333046081463	0.6239480834704814	0.8821928217187988	0.4392107227049017	0.796693657916566	0.9962230815387849
5.304326399703232e-2	0.8897715290629902	0.8385485534575532	0.9824621746432539	0.9861727777432967	0.9903254824764859	0.9077388981777471	0.9820234022492759	0.9861727777432967	0.9183468035848168	0.9898641984639005	0.9063529815064476	0.8173313734467434	0.9999876676611946
0.16012017425620403	0.8222558738443798	0.7336347776707832	0.906344590490214	0.9269889478423212	0.9169187994043754	0.8318230354578862	0.9093658445326023	0.914904444697974	0.7698893445805914	0.9144010958324619	0.8418925819030165	0.8489428541283016	0.9999993144639926
2.8103044496137167e-2	0.8665105386420021	0.8391881342709281	0.936768149883791	0.9094457455138231	0.8875878220139601	0.6315378610430058	0.9258391881338166	0.8868071818896356	0.8571428571393421	0.8704137392669975	0.7939110070264156	0.9484777517569083	0.9999999999952562
9.349394406973077e-3	0.9096220864094059	0.8176860140205164	0.9528632241458335	0.9598753820239546	0.934943473616131	0.9403973919123199	0.9692247351319695	0.9583171428090785	0.9310479567719531	0.9415660712825119	0.9049474087462204	0.9174133221412527	0.9999999583890372
