SB8	CF2	NG2	KO2	NMSD2	CB3	PP3	KO1	NMSD1	PP4	CB4	NG1	Ground-truth
1.7231476163124641e-3	0.942561746124121	0.8902929350925387	0.9764503159122215	0.935094773117557	0.9753015508343189	0.9632395175173395	0.9804709936836032	0.9506031016645259	0.9551981619744371	0.9753015508350984	0.8960367604802469	0.9333716255037959	0.9999999999975941
1.887979861280934e-3	0.8256765261165067	0.8105726872251786	0.8628067967266556	0.8187539332914997	0.8854625550665028	0.8407803650096678	0.8521082441786362	0.8181246066705884	0.8401510383890701	0.9257394587802158	0.7759597230962442	0.8049087476392837	0.9999999999978941
6.896550573380138e-4	0.7086204359481176	0.4948275806504344	0.7593102932566583	0.9551723286068632	0.9734498376871676	0.309653601149688	0.49241383222432356	0.9589655234566618	0.8582743815976198	0.9479325620033519	0.2210330008947267	0.9634498019906617	0.9999984261921379
5.36522301172115e-2	0.8002585649675961	0.7718164188683275	0.9004524886930653	0.8099547511398509	0.8571428571477099	0.7692307692221958	0.8810601163599587	0.8028442146119779	0.5740142210625305	0.826115061414648	0.7925016160277948	0.7543632837722737	0.9999999999841435
2.9377654201292486e-2	0.6424429840111948	0.5956706604802245	0.7073830689988492	0.7665249354774876	0.6807112492994063	0.3911866994296032	0.6451488226417167	0.779667572020372	0.43448009231629453	0.6455353699532683	0.6026285242932136	0.5821414776352261	0.9999999949409005
4.314911121954712e-2	0.7456472406304024	0.468584367955131	0.6964420733489229	0.6517789489177461	0.8349735446526855	0.7259651989077357	0.779712345204817	0.6093868245242883	0.6563209570303632	0.7676003362241786	0.6222558345507299	0.7305072134954788	0.9999999586662511
2.471424157427048e-3	0.7831325300764677	0.6765523633368541	0.7451343836419791	0.8591288229805727	0.8619091752065735	0.6963237565663178	0.8616002471869237	0.8195860364128397	0.8560395428271782	0.8365770775080548	0.6818041396770312	0.2808155699293346	0.9999999999460275
3.182125914640545e-2	0.7867298577869445	0.7352742034259762	0.8828706835297225	0.9018280310851797	0.9268788095800466	0.8314150301481752	0.7968855778552486	0.9241706173487746	0.8117806360942579	0.907921463608484	0.7440758283438381	0.6702775889469077	0.9999999986658502
1.194029850746272e-3	0.9020895521905737	0.8638805969737634	0.8925373133877859	0.9450746269151923	0.9528358209402893	0.9241791045187541	0.9050746268191294	0.9558208955703508	0.9313432836232318	0.9343283582558404	0.8698507462274961	0.7402985074133801	0.9999999999498883
6.94323143904307e-2	0.658078602615208	0.6602620087312648	0.7379912663830771	0.7231441047900958	0.6825327511010363	0.6921397380072224	0.7895196506754963	0.7109170305469855	0.5340611353656587	0.7200873362644515	0.7323144104838584	0.6475982532638701	0.9999999999624353
0.11121036111359292	0.6422510052438263	0.635551585917151	0.808396607762827	0.795444396067994	0.5993747182604051	0.7623939268654814	0.7735596253764923	0.7454220647423385	0.6610093800720355	0.5770433203577559	0.6694953107528236	0.23983921147656723	0.9999999963941553
0.21445497628859525	0.8104265402974736	0.7174170616009713	0.9194312796324918	0.8507109004731507	0.905805687219991	0.7541469194325876	0.8661137440876706	0.8981042653994563	0.8388625592434419	0.8305687203832037	0.7701421800763435	0.7109004739211925	0.9999999999777509
2.3894916742394842e-3	0.6178564900281482	8.854059663880862e-2	0.6011003550217137	0.3629696145238	0.3208803548141813	0.5900757837589257	0.615454627423276	0.39990180725012053	0.6413333645131708	0.3208235378847482	0.14024999890890633	0.6082803893705715	0.9999173411931248
0.23947811442641304	0.9208754208674894	0.8552188551746556	0.9633838384360432	0.9499158249088689	0.9574915824991332	0.9427609427245501	0.9680134680501539	0.9444444444812998	0.9389730639366716	0.9629629630134572	0.9191919191414979	0.9040404040900863	0.9999999999457934
6.976739623405659e-2	0.4325581363288657	0.46162786557139185	0.4029069842917648	0.3866278555060354	0.650000055441786	0.5668604775940156	0.5720930493511535	0.6854651743748083	0.5697674524481432	0.7244186774644324	0.46453483256908584	0.37558134317818315	0.9999999177517936
5.304422388566624e-2	0.8828413949670815	0.8390220735651807	0.9820110744224143	0.9857011684156602	0.9907748572472725	0.9082103221486983	0.9815498821538498	0.9857011684156602	0.8934501744443383	0.728782227212913	0.9068265016099545	0.8168819794203934	0.9999999333355335
9.56235104607324e-3	0.7296072401810169	0.7356449273267217	0.9113815567741161	0.8902316113108361	0.9204458392317594	0.7970814353555197	0.9154097543714478	0.8846928392707785	0.6978851347959167	0.9174246923331515	0.8398745275454559	0.8303149213683729	0.9999953657564901
2.73224043673572e-2	0.8337236478311211	0.8110850937231519	0.9297423949128725	0.8688524541409844	0.854800940735478	0.5620608835367682	0.9016393508399214	0.821233405254688	0.6502732173040564	0.8657299035697026	0.7533177177697976	0.9258391948959882	0.9999999931427648
8.959875340864823e-3	0.8761199844176095	0.8161277756135518	0.946630307752244	0.9450720685625267	0.9228671601090759	0.9403973509933757	0.9664978574211172	0.9365017530190891	0.9209193611219304	0.9326061550448018	0.9057265290222	0.9104012465913519	0.9999999999999943
1.4064697609001407e-3	0.9437412095639943	0.9029535864978903	0.9613220815752461	0.9409282700421941	0.9753867791842475	0.9549929676511955	0.9563994374120957	0.8959212376933896	0.969760900140647	0.9781997187060478	0.9233473980309423	0.9627285513361463	1.0
3.335889570552148e-2	0.813266869743417	0.8519938665152295	0.637653372771043	0.723926378837865	0.944401842021372	0.8481595091358042	0.6702453974187769	0.7557515322115966	0.8776840504300859	0.9121932530643079	0.8473926395656565	0.5789877299966818	0.9999999984687209
8.904719501335708e-4	0.7333036509349593	0.7083704363312087	0.797862867319701	0.8695458593054556	0.8308103294746375	0.8094390026714114	0.8343722172751877	0.7444345503116424	0.7894033837934135	0.8089937666963607	0.7889581478183529	0.639358860195896	0.9999999999999228
1.092896174863388e-3	0.8333333333333437	0.7956284153004992	0.8584699453551103	0.8737704918032839	0.9633879781421566	0.8956284153005447	0.8786885245902019	0.8759562841530106	0.8797814207650217	0.9459016393442972	0.881420765027287	0.8289617486338765	0.9999999999998886
