SB8	CF2	NG2	KO2	NMSD2	CB3	PP3	KO1	NMSD1	PP4	CB4	NG1	Ground-truth
0.26927886619395935	0.6915381408917228	0.30721133805751416	0.8607753230513582	0.8470195914966572	0.9228845352232358	0.8199249687366661	0.8678616090038394	0.8607753230513786	0.6986244268442158	0.93705710712819	0.8236765318883738	0.7140475198001194	0.9999999999996685
2.7573529410708365e-3	0.5749080882481828	0.5850183823790284	0.5431985293370377	0.6686580883765427	0.6590073530720417	0.45312499986323435	0.46139705870229847	0.6608455883711647	0.5349264704769339	0.6240808824159254	0.4908088233856764	0.48897058831024653	0.9999999998262202
1.218769043266301e-3	0.6916514320534103	0.6252285191945404	0.8324192565517404	0.8580134064601556	0.7062766605731683	0.7269957343076694	0.8305911029865387	0.8519195612440722	0.7404021937835981	0.8147471054239261	0.7391834247404894	0.7641681901273663	0.9999999999986289
0.17032967029780482	0.8846153699568629	0.7454212307412775	0.9771062417200636	0.9629121025919423	0.8937729084111766	0.9212454066299716	0.971153860317242	0.9661172307970823	0.9226190330035979	0.9775641172241287	0.8951465054665191	0.9372710480849447	0.9999999853188593
1.1019283746556473e-3	0.7173553719008238	0.64242424242424	0.8710743801652912	0.8545454545454529	0.9212121212121226	0.8358126721763105	0.8903581267217626	0.8628099173553703	0.8396694214876053	0.910192837465566	0.8859504132231396	0.8413223140495881	0.9999999999999964
7.908264136022143e-4	0.9039145906890167	0.6650850137814444	0.8987742190641845	0.8896797152968777	0.9837880585795009	0.9628311586187583	0.975088967913193	0.8714907077315733	0.9644128114459627	0.9837880585795009	0.8762356662135085	0.9576907869302531	0.9999999999416304
2.7740180253450004e-2	0.4925575098036828	0.4218538556197465	0.7516914829341298	0.7604871544693839	0.8017591431204134	0.6569688686521623	0.7452638782443014	0.7381596768404821	0.4925575008893102	0.7489851249899481	0.6474966078310831	0.6414072978017229	0.999999989692837
0.12631154144626977	0.5843422114778615	0.39426957223053716	0.6690879742038123	0.6682808718830135	0.694511703086275	0.4386602096187255	0.5734463275684326	0.7122679582373886	0.4709443097090533	0.5944309929029551	0.32849071811953834	0.5250201777117078	0.9999999997453103
6.742177745619462e-3	0.7369965061083761	0.6704162563409153	0.4112616708521055	0.7691479588164748	0.8849647614695607	9.590220997437944e-2	0.4908293994892672	0.7758060294181737	0.7214883596734026	0.9106392133562232	6.506484801527977e-2	0.7500869260035017	0.9977642818766488
6.577736873710407e-2	0.683992640072385	0.4839006438304304	0.6734130636128812	0.8118675255274076	0.786568538040996	0.3316467334713731	0.3822447092229898	0.8385464589716801	0.7603495857624507	0.821987121400089	0.32658693569020136	0.7902483904508257	0.9999999989679149
8.485229415461518e-2	0.7969830295409743	0.7441860465115051	0.7598994343180242	0.8491514770585031	0.9446888749216911	0.8818353236957397	0.8560653676934016	0.8711502199874783	0.8818353236957397	0.9566310496545656	0.8887492143304825	0.7379006913888768	0.9999999999997363
5.2238805937033055e-3	0.6716417910443713	0.7033582089589976	0.7410447761204867	0.7179104477587769	0.5492537313460388	0.6671641791009645	0.6988805970151443	0.7179104477646331	0.6742537313396396	0.7067164179136105	0.5966417910411597	0.6085820895545745	0.9999999999938448
1.4204524999593634e-3	0.44744317963756136	0.41856060600747697	0.6235795455754696	0.7031250022625736	0.48295454736568155	0.45407196762141366	0.5473484849897902	0.5771780323801015	0.38967802818785563	0.36363636556856993	0.397727272745483	0.41477272725497283	0.9999999975760616
6.862133499688085e-3	0.8902058641739975	0.7417342482405326	0.6681116355194835	0.9538245451488949	0.9875354049446678	0.2027328421799884	0.8409352796824725	0.9475862420552295	0.7554691507015938	0.9738111377501651	0.1634315323492612	0.9051898024346606	0.9999879886911761
0.26015624999981196	0.791015624999172	0.7249999999993503	0.9304687500008226	0.9195312499993772	0.737890624999267	0.8679687500009328	0.9324218750006826	0.8605468749992579	0.8648437500007417	0.8148437500005405	0.8832031250006784	0.8304687499993608	0.999999999999044
2.404687690692253e-2	0.4129021753728216	0.5337232495676779	0.7495611956578141	0.8269805619128903	0.4826969052466265	0.6615841395050169	0.7038134340146681	0.737244534877204	0.5736063979341891	0.4216997860325659	0.6709688162681682	0.14369391944851712	0.99999884585982
2.209944751378787e-2	0.5417614559634751	0.36464088397758815	0.8592785180373189	0.6548586285342892	0.8076048098798224	0.7617809554761231	0.8170295742608442	0.729931751706291	0.6395840103994241	0.7972050698736243	0.6980825479362888	0.6340591485210413	0.9999999999993945
2.0949630606662026e-3	0.5101256978040453	0.3833798962312567	0.48114524363569017	0.6403631290718943	0.6738826909528108	0.4877793207517608	0.4930167520450538	0.6071927462951348	0.5143156413058683	0.5956703991101735	0.43435754227425666	0.39594972039128806	0.9999999892940641
3.461538461538123e-2	0.8197115384614908	0.8120192307691951	0.9350961538462279	0.9129807692308002	0.8038461538461059	0.9048076923077087	0.9456730769231725	0.8903846153846142	0.8812499999999961	0.8307692307691321	0.9038461538462125	0.7360576923076514	0.9999999999998684
0.14307228915660108	0.7088353413654553	0.6330321285140507	0.9241967871485877	0.876004016064238	0.9593373493976179	0.8624497991968029	0.9342369477911515	0.8980923694778925	0.865461847389574	0.9568273092369826	0.8870481927710925	0.8097389558232807	0.9999999999999638
1.7421602787456476e-3	0.7049941927990534	0.5354239256678642	0.7578397212545658	0.7200929152150356	0.7351916376309814	0.6817653890821692	0.7555168408825396	0.7630662020908485	0.6881533101042419	0.7456445993033808	0.673054587688619	0.5813008130077442	0.9999999999988892
8.406893652795292e-4	0.9180327868852459	0.7646069777217317	0.9709962168978561	0.9121479613282893	0.9899117276166458	0.9453551912568307	0.9659520807061791	0.8713745271122321	0.9386296763345944	0.9499789827658682	0.8806221101303067	0.9365279529213953	0.9999999999999998
8.661758336942424e-4	0.3568644600577733	0.5677589192054799	0.5759871242525584	0.8103273121520124	0.8553683602390114	0.5716562758400734	0.5699239289486959	0.8735581163911941	0.6097878247215011	0.8986771406178214	0.5400408098826476	0.8648959725392836	0.9999801689206801
1.1785503830288745e-3	0.7695934001176316	0.7395403653468214	0.8945197407226907	0.8014142604601899	0.7719505008876454	0.7654684737735973	0.829110194458512	0.8650559811451367	0.7654684737735973	0.7896287566330326	0.7106658809626442	0.7578078962912731	0.9999999999953689
9.021199819576004e-4	0.6666666666665173	0.5606675687864516	0.7947677041050318	0.7690572846193285	0.7334235453317677	0.5602165087951103	0.7519170049621751	0.7631935047367681	0.5741993685154032	0.7356788452866212	0.5602165087953995	0.5020297699587186	0.9999999999982249
0.12255489021946411	0.5980039920126541	0.3421157684594903	0.6886227544934078	0.7045908183620195	0.5608782435112949	0.6890219560909405	0.6978043912205497	0.7045908183606882	0.7145708582851221	0.5916167664646175	0.6810379241541483	0.5636726546928763	0.9999999999943519
4.905437352243828e-2	0.5916075649932778	0.31442080375794546	0.8611111111306725	0.8161938534279738	0.850472813248931	0.8351063829774511	0.8528368794508728	0.8008274231746176	0.6477541370997004	0.8959810874683232	0.7630023640603777	0.7960992907937057	0.9999999999735536
1.010611419909045e-3	0.8479029813036856	0.7817079332996429	0.8711470439615937	0.9095502779181437	0.8943911066195034	0.8873168266801448	0.8938858009095526	0.8711470439616	0.8852956038403261	0.9348155634158642	0.8393127842344632	0.8287013643254137	0.9999999999999901
1.37646249139711e-3	0.70474879559454	0.4528561596684477	0.7976600137657203	0.7253957329661207	0.7942188575369947	0.6359256710255817	0.8004129387491292	0.7040605643489242	0.7219545767377703	0.7136958017894354	0.5726083964203319	0.7212663454919555	0.9999999999971314
5.230125523012552e-4	0.731171548117155	0.5303347280334726	0.8200836820083681	0.6997907949790794	0.6600418410041841	0.8070083682008371	0.8321129707112971	0.7756276150627615	0.8237447698744773	0.6893305439330543	0.6637029288702928	0.6427824267782426	0.9999999999999993
7.67045454539833e-2	0.6467803028951887	0.6292613635002153	0.8579545455026205	0.9000946969172299	0.9000946971068677	0.8925189395309081	0.7949810604688932	0.9005681817664595	0.8750000001369688	0.9209280304397994	0.7694128786525526	0.8607954545972987	0.9999999998625361
1.7083333332943904e-2	0.6049999999703837	0.4495833333109498	0.8470833333538308	0.8395833333585673	0.8895833333728005	0.47583333330473965	0.6283333333123026	0.8733333333636538	0.45083333330609254	0.8641666666892216	0.5849999999771761	0.7383333333436303	0.9999999999450844
8.055957548029122e-2	0.7342016401368037	0.5870718765016801	0.8514230583950231	0.8345393150213672	0.8576941630535112	0.7013989387381238	0.8055957549430128	0.8485287023822837	0.6637723106406205	0.81331403763097	0.6941630487069925	0.5407621803951665	0.9999999999670707
0.21018472291540127	0.6360459310982658	0.5062406390374946	0.9121318023022655	0.7363954068850938	0.7224163754313004	0.7738392411440673	0.8327508736947352	0.7858212680931133	0.7763354967602155	0.5926110833694195	0.7643534698000862	0.7633549675513923	0.9999999999937564
1.2861736334405145e-3	0.754340836012533	0.3414790996753171	0.8456591639882155	0.7871382636668974	0.7408360128603801	0.7125401929266274	0.7929260450153417	0.8424437299048395	0.6958199356920807	0.8926045016088454	0.7408360128623028	0.662379421220688	0.9999999999954102
5.7311354028900016e-2	0.6411563855184674	0.5240299551232758	0.576001475388967	0.7031024548122874	0.7625541789657132	0.29226962614069746	0.3410423566712179	0.7084424417383085	0.4592348287046494	0.6254928611742071	0.30045758567804826	0.6771137486771152	0.9999946396829568
7.120251123281396e-3	0.44857594749649815	0.3212025299063487	0.7143987379148593	0.6115506329384288	0.7650316471501423	0.5806962039187252	0.6431962033117942	0.6431962023205657	0.36471518807641484	0.7191455695413423	0.5237341778352541	0.33306961982597705	0.9999999956605523
1.43884892085981e-2	0.7835731414256243	0.44424460423040063	0.9490407674692459	0.8687050359007785	0.9196642685502742	0.8189448441781905	0.9610311751432108	0.7973621102545297	0.8543165467501576	0.9238609113163223	0.8141486810809617	0.7080335731726418	0.9999999999125083
0.20370893661842518	0.7548211293905703	0.720990889352845	0.8624945890627543	0.7901072988315996	0.7755565562446749	0.3939596197275124	0.39541521641878113	0.8417624451919259	0.5121854204723526	0.7464550322180815	0.3801364183170181	0.4994526215713951	0.9999981701597139
0.3484698920253764	0.5784797598498981	0.2502467883659764	0.5681145145901698	0.6850937811970402	0.5893385969243105	0.6377097762645476	0.7912142187631112	0.5705824248222882	0.41214214857905634	0.4930898286914941	0.692497535721303	0.7201382070283243	0.9999999962550336
1.2618296529968455e-3	0.6517350157728726	0.6353312302839094	0.9596214511041051	0.8984227129337594	0.940694006309148	0.8378548895898993	0.9381703470031554	0.8700315457413307	0.8315457413249154	0.959621451104107	0.8990536277602468	0.8731861198738124	0.9999999999999936
5.750367257353361e-4	0.9033904771906521	0.7925628509164309	0.9720826449291762	0.9161502149192263	0.9582292282965875	0.9170897836131724	0.970259845070203	0.8953700212917224	0.9170897836131724	0.9651559086484391	0.8556324827051618	0.931672385572974	0.9998458676839106
2.2002558208062895e-2	0.6865741674033908	0.49393811788152836	0.7108219229499029	0.6955544899655071	0.7705435557541676	0.2510099633908706	0.3547371115406232	0.6623259974511785	0.31432384892329157	0.724293040447041	0.29770978843380086	0.6856759859960448	0.999999631327241
0.1701291183602052	0.7725996664381208	0.39809097543614985	0.8551376019744372	0.8641213185893385	0.7478944362126263	0.381807930249043	0.3818079422545002	0.8186412392047809	0.6333520426692327	0.736664789806817	0.3413812073712229	0.7192588724977198	0.9999999568300022
0.13233665557432572	0.7303433001074404	0.4213732004196889	0.9064230343138674	0.8754152824129877	0.8787375415492821	0.7691029900328222	0.8798449612416018	0.8898117386517685	0.6694352159423848	0.8909191583795977	0.7774086378550402	0.7530454042277815	0.9999999999752439
5.916187307433056e-2	0.732949877136256	0.6232539026506023	0.8516844700523173	0.8414133118705751	0.7469186527471932	0.7929334424503796	0.8672966314468972	0.88660640965264	0.7645850447536877	0.7884141326709446	0.8204601475550884	0.8151191458452794	0.99999999954499
0.10199350950373244	0.6374594343991459	0.7579972183584608	0.8678720445059296	0.9086694483080443	0.8201205377842365	0.9156235512289559	0.9443671766348705	0.9304589707931087	0.7844228094577188	0.8822438572095715	0.9035697728318918	0.694946685210572	0.9999999999992394
2.2058823529411764e-3	0.8294117647058898	0.17426470588235282	0.9088235294117772	0.894852941176431	0.9507352941177166	0.7610294117646598	0.8808823529411433	0.7955882352940781	0.7022058823528952	0.9448529411765538	0.7624999999999645	0.9257352941177139	0.9999999999999153
5.524605380830392e-2	0.6476323119720043	0.6810584958188807	0.896935933203313	0.77112349122996	0.7098421540862764	0.7376973073289523	0.8737233055306382	0.8138347260974544	0.7116991643410376	0.8593314762799973	0.7873723305882157	0.40204271118189283	0.9999999999417905
6.60505880802966e-2	0.6018480213955024	0.5399538010937226	0.6494215200251557	0.6775995361725226	0.7334886445066164	0.22678832428275655	0.42632656014659626	0.7713640633584455	0.4535782513373441	0.7598164768429626	0.22263133246164796	0.6073915231899251	0.9999984336617687
5.299538973468415e-2	0.45898617345939724	0.2626728123316337	0.4672811058249299	0.57972350381994	0.672811063766965	0.3018433152080877	0.35483870724988437	0.6027649789859024	0.4654377891994259	0.49861751320784015	0.33502303793575816	0.4336405538163966	0.9999999953626506
0.3669642857141107	0.6352678571423147	0.5424107142849852	0.8674107142865264	0.9214285714292887	0.6580357142850454	0.8647321428573572	0.8950892857151523	0.9102678571420628	0.7598214285715041	0.853571428571971	0.8058035714291645	0.6004464285705141	0.99999999999902
7.410151908114118e-4	0.7417562059771713	0.5605779918244163	0.7751018895664091	0.8025194516731923	0.7236013338033838	0.7532419414837426	0.8073360504146093	0.7095220451768313	0.803260466863525	0.7206372730396685	0.7528714338870605	0.7517599111027914	0.9999999999720905
0.11812443642921533	0.6641118124393307	0.636158701528614	0.8241659152417997	0.811992786294833	0.7461677186628686	0.866546438236952	0.8426510369730921	0.8516681695195089	0.8575293056849461	0.739404869249995	0.8160504959461207	0.7930568079315774	0.9999999999953385
0.2864468361788054	0.819245362180011	0.807232948678664	1.4849041367504912e-2	0.7756031638895498	0.83518080087263	0.917534472617907	1.4849041367508932e-2	0.8156944683409598	0.917534472617907	0.904053205143954	0.8600004307265744	1.7409802523074416e-2	0.9933204925592083
8.14663951120163e-4	0.9124236252545823	0.8171079429735232	0.9507128309572304	0.9156822810590629	0.9018329938900206	0.9564154786150715	0.9629327902240326	0.9274949083503053	0.9482688391038698	0.9767820773930755	0.9600814663951118	0.964969450101833	0.9999999999999998
8.545918365117976e-2	0.9075293827299995	0.8711734692651389	0.927937546131396	0.9011479641185834	3.5072653013335627e-2	0.9355828573237982	0.9151785761906368	0.9426020457459635	0.9164502042685332	3.188387750313088e-2	0.9311263215030241	0.8986008115241981	0.9999961219814848
1.3966480446927375e-3	0.7709497438126738	0.5293295926747423	0.9525139429402177	0.848463710453193	2.30446535688608e-2	0.9546089939796232	0.9741619878644899	0.8966480682297548	0.9546089939796232	2.30446535688608e-2	0.8840781960355912	0.9448323790923349	0.9999999445379221
1.6340402510085686e-2	0.6649450258410523	0.4671333405359623	0.557191624089566	0.7476863381229677	0.8576280972397771	0.10199921316357266	0.40508083879515844	0.783162436601295	0.3732611201430811	0.7922753269203617	8.66758393246091e-2	0.723737046087313	0.9988256383354863
5.8381624878696504e-2	0.6472076425693933	0.530081727751257	0.5674591881120721	0.7023880772634917	0.7604157806708216	0.2951199439942684	0.3378400576187558	0.7048800819962057	0.459236124860805	0.6251355015733696	0.29547603237511594	0.6774675201410649	0.9999970505151545
2.0941844585437717e-2	0.7235675034649428	0.6036903609652559	0.6206598899434931	0.7535656889048578	0.7869952767496547	0.3354309738872508	0.42074714414946857	0.7604836698127234	0.4163786292978723	0.7290847105064112	0.3319750064339886	0.6890082315919813	0.9999448841549512
