SB8	CF2	NG2	KO2	NMSD2	CB3	PP3	KO1	NMSD1	PP4	CB4	NG1	Ground-truth	MV
0.2721967480216577	0.8791162987619279	0.7799082944459922	0.8987077946111405	0.9003751568906871	0.9424760323373184	0.8182576071803978	0.923718215695134	0.9333055445886356	0.7624009998286618	0.9358065867345744	0.828678615414394	0.757398916473086	0.9999999993014178
9.329028063150402e-2	0.823069715333886	0.8051470703668953	0.7931985392468942	0.866268363607158	0.8961398705897715	0.7610293900528439	0.847426508496695	0.8897060231238247	0.7660843961118774	0.908547958988796	0.8143382291067164	0.7288602618911364	0.9999997914660625
1.218769043266301e-3	0.9360146261597055	0.8628884809301974	0.9445460101264574	0.9500304693653866	0.9670932376401613	0.861669712281381	0.9274832424041337	0.9299207793859452	0.8805606324520087	0.9713589292913594	0.8957952449919687	0.9317489335650049	0.9999999981869445
0.1826923075867607	0.9684065932328833	0.9075091569942076	0.9853479854837475	0.9789377294526748	0.9862637367743801	0.9427655672928719	0.9807692304654885	0.9830586085735536	0.9441391936664982	0.9835164840271242	0.9162087906938451	0.9601648354305699	0.9999999994849101
3.0853994409060954e-2	0.8771349863580375	0.8611570246527955	0.889807162878568	0.8898071627009658	0.9581267224012134	0.8550964181172757	0.9179063362063441	0.894214876135498	0.8617079883648168	0.9515151521699687	0.928925619694402	0.8738292004556213	0.9999999993388013
4.2704626334519574e-2	0.9632265718574982	0.8714907074301533	0.9786476867812101	0.9731119022448562	0.982206406029966	0.962040332057575	0.9758797942310632	0.9727164890381391	0.9636219848847795	0.982206406029966	0.884143930054368	0.9592724394193912	0.9999999996345564
3.146139947044316e-2	0.7435723657493757	0.5676589406908294	0.825778084092301	0.8284844885556574	0.8829499852245946	0.720568334777956	0.8453992118053604	0.7943166594364309	0.6045331396408491	0.8494587859741746	0.7591339066980753	0.7310554533726215	0.9999999403065889
0.1856335741810978	0.6654560137925486	0.545197738821487	0.7651331727673899	0.767554479313008	0.8288942705505639	0.7631154160246606	0.7994350286000313	0.8175948345767005	0.782889427714584	0.8268765140675176	0.6271186421178025	0.6941081512040482	0.9999999968823432
1.9624731606045887e-2	0.8379473591883275	0.8263712334185623	0.936590641484459	0.9255169988999007	0.9184708156886972	0.6472060231174686	0.8902868690150614	0.9380987792286588	0.8434807798047819	0.9174645350327794	0.8243582821286008	0.8963241105641139	0.9999970990059511
0.2948482057941075	0.8311867525050394	0.716651333680549	0.8564857402699788	0.8923643060784896	0.8459061642902204	0.8155473778838863	0.8311867526778799	0.8882244718392295	0.7746090155108596	0.8666053358906693	0.613155472916395	0.822447101909683	0.9999999990492103
8.673783630106797e-2	0.9264612835030247	0.8724072956955238	0.8158390899103122	0.8793211233058299	0.9547455195986692	0.8761785534479525	0.859836581246321	0.9025769372300854	0.8761785534479525	0.9547455196609244	0.8868636124773746	0.8397234303806411	0.999999918949982
7.238804927009271e-2	0.8246268553833369	0.7477611933524537	0.8007462587164458	0.8186567178367049	0.8917910560798407	0.833208953970048	0.800746257787105	0.8925373244823862	0.8152985061990087	0.8996268767462552	0.7473880586331205	0.8921641899676062	0.9999999875168403
2.698863636612332e-2	0.6193241059035922	0.4370320284911737	0.7216250107505308	0.7722590918871023	0.9346537414417738	0.8260110660412865	0.8920056784710183	0.9478816173479865	0.6413517985134014	0.9403357504812924	0.6321075207435088	0.7140092116034257	0.999531657568971
6.862133499688085e-3	0.9658313583362939	0.7967733421240641	0.9767762523788703	0.9923720103474243	0.999234143826812	0.958969224851323	0.9867575374693258	0.9923720103474243	0.9695743402599318	0.9942435012871673	0.9489879397461504	0.9677028493054715	0.9995181955109977
0.2707031249999996	0.8628906249999997	0.8636718750000003	0.9523437499999996	0.9359375000000003	0.9800781250000004	0.9246093749999998	0.9515624999999996	0.9582031250000002	0.9195312499999998	0.9859375000000004	0.8988281250000003	0.9312499999999997	0.9999999999999997
7.800574318025127e-2	0.811730142786022	0.7137829609381345	0.889736056377648	0.8850440940246662	0.8797655019094837	0.7454544742024611	0.8668621035322179	0.7941349953883372	0.6187681822332798	0.8879766264919545	0.7947214123307856	0.8011731280347028	0.9999998396409202
