RANDOM SB8 = 8.511912554559596e-2
RANDOM CF2 = 0.7474845540259771
RANDOM NG2 = 0.6872895626589263
RANDOM KO2 = 0.7812323382413526
RANDOM NMSD2 = 0.7818654428872585
RANDOM CB3 = 0.7911096546439803
RANDOM PP3 = 0.7426586313490962
RANDOM KO1 = 0.7773480440992588
RANDOM NMSD1 = 0.7857035688573291
RANDOM PP4 = 0.728618299035408
RANDOM CB4 = 0.7949604637797212
RANDOM NG1 = 0.7276985863480054
RANDOM CELIING = 0.9365851943381267
RANDOM RANDOM = 0.7020160273205467
RANDOM MVOTE = 0.8154255035967248
RANDOM FUSION = 0.8310330587177294
