RANDOM SB8 = 4.739029996313233e-2
RANDOM CF2 = 0.551067512109985
RANDOM NG2 = 0.47246169832021484
RANDOM KO2 = 0.6097817668179799
RANDOM NMSD2 = 0.6391250819493934
RANDOM CB3 = 0.6508808553921231
RANDOM PP3 = 0.5214188562457911
RANDOM KO1 = 0.5708788988687216
RANDOM NMSD1 = 0.6354810058004563
RANDOM PP4 = 0.5379344782061252
RANDOM CB4 = 0.6572767780789828
RANDOM NG1 = 0.510873348181091
RANDOM CELIING = 0.8819578588343704
RANDOM RANDOM = 0.5382704560143753
RANDOM MVOTE = 0.6635524542705395
RANDOM FUSION = 0.6960639224867432
